geography,age,dt,norm_visits
LA,45_54,09/06/2020,"1,747,084"
MO,35_44,11/06/2020,"2,257,693"
WV,65_plus,19/08/2020,"770,982"
WV,65_plus,20/08/2020,"741,186"
ND,45_54,12/07/2020,"233,840"
IA,18_24,22/06/2020,"735,512"
WA,55_64,19/05/2020,"1,815,764"
MD,18_24,14/09/2020,"1,494,867"
SD,35_44,18/04/2020,"233,191"
TX,18_24,04/06/2020,"7,165,482"
WI,25_34,07/04/2020,"1,379,580"
KS,25_34,05/03/2020,"1,171,511"
MA,55_64,25/02/2020,"2,244,772"
WI,55_64,01/08/2020,"1,971,068"
WI,55_64,28/03/2020,"1,134,004"
MT,25_34,30/08/2020,"400,475"
WI,18_24,19/03/2020,"946,370"
MA,65_plus,03/07/2020,"2,294,538"
TN,55_64,16/06/2020,"2,199,855"
NV,35_44,24/03/2020,"931,088"
DE,25_34,23/09/2020,"441,314"
LA,35_44,09/06/2020,"1,560,685"
NY,65_plus,09/02/2020,"6,695,291"
ME,25_34,14/08/2020,"623,226"
AL,45_54,20/07/2020,"1,847,178"
VA,55_64,04/03/2020,"2,720,038"
ND,35_44,04/06/2020,"225,072"
MA,25_34,18/05/2020,"2,056,641"
WY,45_54,08/03/2020,"229,181"
KY,45_54,04/03/2020,"1,921,808"
SC,35_44,23/07/2020,"1,957,122"
WI,45_54,05/04/2020,"1,563,083"
NH,18_24,14/09/2020,"399,007"
NV,55_64,17/09/2020,"1,120,182"
ID,45_54,12/03/2020,"586,694"
NM,35_44,22/06/2020,"598,246"
UT,65_plus,11/09/2020,"914,418"
IN,18_24,09/07/2020,"1,829,761"
CT,25_34,19/09/2020,"1,478,788"
VT,55_64,01/04/2020,"155,145"
WV,25_34,19/06/2020,"612,539"
AL,65_plus,31/05/2020,"1,400,829"
ID,45_54,11/03/2020,"583,729"
WV,55_64,14/03/2020,"663,569"
ME,35_44,15/03/2020,"438,587"
NE,55_64,23/05/2020,"538,241"
SD,65_plus,07/04/2020,"255,879"
ND,65_plus,05/09/2020,"301,507"
OR,65_plus,06/02/2020,"1,400,324"
LA,18_24,14/09/2020,"1,462,292"
VT,45_54,20/02/2020,"333,699"
DE,55_64,27/06/2020,"421,328"
CT,65_plus,25/04/2020,"1,042,770"
MS,18_24,18/09/2020,"1,107,287"
OR,18_24,14/09/2020,"822,104"
VT,65_plus,15/03/2020,"230,955"
WV,18_24,21/02/2020,"543,561"
DE,55_64,18/02/2020,"360,009"
KS,65_plus,11/03/2020,"1,008,818"
VT,45_54,15/04/2020,"191,780"
HI,45_54,07/04/2020,"502,584"
DC,18_24,01/07/2020,"204,305"
RI,65_plus,24/06/2020,"358,472"
SD,25_34,16/03/2020,"258,541"
VT,18_24,12/08/2020,"271,146"
WA,18_24,05/05/2020,"1,517,567"
ND,18_24,02/04/2020,"133,587"
AK,65_plus,02/09/2020,"175,048"
MS,18_24,07/06/2020,"768,460"
DC,35_44,19/04/2020,"205,800"
HI,18_24,03/03/2020,"665,411"
UT,65_plus,07/04/2020,"556,504"
SD,18_24,04/04/2020,"177,247"
ID,18_24,16/09/2020,"492,876"
DC,65_plus,12/03/2020,"205,762"
AK,25_34,21/03/2020,"312,902"
VT,65_plus,22/06/2020,"212,063"
VT,65_plus,14/04/2020,"158,135"
AK,65_plus,05/09/2020,"204,939"
AK,55_64,02/08/2020,"257,810"
DE,18_24,02/07/2020,"281,050"
HI,65_plus,01/05/2020,"590,155"
RI,18_24,24/06/2020,"276,895"
WY,18_24,13/05/2020,"135,896"
ID,18_24,30/06/2020,"396,158"
VT,18_24,11/06/2020,"180,200"
NV,25_34,16/02/2020,"2,382,995"
IL,45_54,14/08/2020,"5,884,078"
IN,45_54,02/09/2020,"2,888,696"
CA,25_34,29/05/2020,"14,812,585"
NY,18_24,04/02/2020,"6,720,312"
NY,18_24,08/03/2020,"6,676,035"
NC,65_plus,17/09/2020,"3,093,599"
IL,35_44,21/02/2020,"5,410,215"
IL,35_44,10/07/2020,"5,010,026"
MO,45_54,03/08/2020,"2,505,266"
FL,65_plus,13/08/2020,"8,563,933"
VA,45_54,17/02/2020,"3,504,421"
MI,18_24,04/08/2020,"2,983,011"
WA,35_44,01/05/2020,"2,328,507"
WA,35_44,29/02/2020,"3,058,888"
WA,35_44,19/03/2020,"2,289,327"
IL,45_54,13/08/2020,"5,612,043"
TX,25_34,14/09/2020,"10,862,526"
WI,45_54,05/05/2020,"1,809,430"
NH,45_54,18/03/2020,"533,072"
OH,35_44,07/03/2020,"4,909,102"
MS,45_54,19/09/2020,"1,366,954"
MS,45_54,13/06/2020,"1,351,965"
NY,45_54,27/04/2020,"6,220,929"
MI,35_44,07/07/2020,"3,514,219"
OH,25_34,22/08/2020,"5,065,515"
FL,35_44,20/05/2020,"6,811,368"
LA,55_64,08/05/2020,"1,355,717"
WA,35_44,26/07/2020,"2,704,192"
HI,35_44,27/08/2020,"603,703"
OH,18_24,22/08/2020,"3,758,144"
TX,25_34,16/06/2020,"10,408,165"
TX,25_34,21/04/2020,"8,640,934"
FL,45_54,06/05/2020,"6,938,876"
AL,55_64,23/02/2020,"1,574,010"
LA,55_64,13/07/2020,"1,359,029"
OK,25_34,10/08/2020,"1,718,818"
MS,65_plus,01/05/2020,"1,014,280"
FL,25_34,18/09/2020,"8,841,519"
AL,35_44,01/07/2020,"1,835,555"
WI,35_44,06/03/2020,"2,028,678"
LA,35_44,29/02/2020,"2,213,820"
LA,35_44,30/03/2020,"1,267,115"
OK,35_44,31/08/2020,"1,490,042"
OH,18_24,14/08/2020,"3,682,586"
NJ,45_54,10/09/2020,"3,930,178"
TX,65_plus,20/02/2020,"7,143,278"
NM,25_34,22/06/2020,"667,755"
NM,25_34,20/07/2020,"698,588"
IA,45_54,16/05/2020,"1,150,587"
NV,35_44,08/09/2020,"1,515,959"
CA,45_54,31/07/2020,"15,067,278"
AK,35_44,20/02/2020,"289,030"
AK,35_44,24/08/2020,"257,071"
OK,35_44,13/09/2020,"1,345,165"
CA,18_24,29/06/2020,"9,677,546"
NY,18_24,12/07/2020,"5,454,411"
NY,18_24,07/07/2020,"5,445,809"
SC,45_54,24/03/2020,"1,553,985"
IN,45_54,24/08/2020,"2,737,405"
IL,18_24,12/06/2020,"3,591,565"
MN,45_54,22/04/2020,"1,680,439"
MN,45_54,14/04/2020,"1,459,361"
FL,55_64,07/08/2020,"6,978,882"
FL,55_64,11/06/2020,"6,340,718"
CA,35_44,26/08/2020,"14,891,226"
NC,25_34,04/06/2020,"3,504,724"
AL,45_54,21/04/2020,"1,676,902"
RI,35_44,04/09/2020,"535,312"
NC,35_44,26/07/2020,"3,729,685"
FL,55_64,17/03/2020,"7,095,200"
IN,65_plus,14/09/2020,"2,099,351"
PA,18_24,28/08/2020,"3,927,890"
SC,25_34,20/03/2020,"1,859,324"
NY,25_34,21/05/2020,"7,405,303"
NC,35_44,14/05/2020,"3,550,725"
WA,55_64,01/05/2020,"1,904,683"
NY,35_44,14/08/2020,"9,556,246"
TX,18_24,13/03/2020,"8,632,580"
WI,35_44,24/07/2020,"2,182,208"
WI,65_plus,04/08/2020,"1,865,357"
AZ,25_34,23/05/2020,"2,954,202"
MD,25_34,10/02/2020,"2,152,663"
MO,55_64,11/09/2020,"2,206,496"
IA,45_54,03/07/2020,"1,308,326"
KY,45_54,21/05/2020,"1,651,410"
PA,65_plus,29/04/2020,"3,601,611"
CA,55_64,16/09/2020,"10,697,065"
CA,55_64,01/05/2020,"9,531,721"
MO,45_54,29/02/2020,"3,015,176"
CO,45_54,10/02/2020,"2,122,093"
NJ,35_44,30/06/2020,"3,465,922"
OH,45_54,24/09/2020,"400,051"
IN,55_64,18/08/2020,"2,151,465"
WA,55_64,18/05/2020,"1,810,524"
OR,45_54,04/08/2020,"1,651,327"
FL,35_44,04/04/2020,"5,650,734"
CA,55_64,13/04/2020,"7,765,500"
CA,55_64,25/05/2020,"8,442,058"
NY,65_plus,08/06/2020,"5,831,365"
IN,25_34,12/05/2020,"2,065,556"
VA,25_34,15/03/2020,"3,129,248"
OK,25_34,15/02/2020,"1,874,990"
CT,45_54,05/07/2020,"1,350,510"
CT,45_54,29/07/2020,"1,578,411"
WY,35_44,06/08/2020,"287,839"
OK,45_54,28/02/2020,"1,802,101"
TX,18_24,26/08/2020,"7,555,080"
ND,45_54,01/06/2020,"267,105"
ND,45_54,10/08/2020,"298,805"
CT,25_34,28/05/2020,"1,010,361"
OR,55_64,24/05/2020,"1,210,072"
AR,45_54,12/07/2020,"985,282"
MO,55_64,10/07/2020,"2,107,674"
WA,45_54,05/06/2020,"2,570,207"
WA,45_54,10/05/2020,"2,245,486"
KY,35_44,08/06/2020,"1,593,323"
PA,35_44,12/06/2020,"4,754,715"
NJ,65_plus,30/07/2020,"2,765,242"
NC,25_34,25/03/2020,"2,951,378"
WI,35_44,16/04/2020,"1,551,311"
MO,35_44,04/02/2020,"2,064,927"
KS,35_44,01/08/2020,"1,136,762"
TX,65_plus,21/06/2020,"5,234,152"
TN,55_64,30/04/2020,"1,948,251"
AL,55_64,06/04/2020,"1,171,822"
VA,35_44,26/03/2020,"2,652,892"
VA,35_44,09/09/2020,"3,460,673"
IN,35_44,18/06/2020,"2,473,419"
CA,65_plus,10/08/2020,"10,555,590"
FL,55_64,18/03/2020,"6,593,011"
NJ,35_44,09/03/2020,"3,682,895"
ID,35_44,25/05/2020,"496,217"
MN,45_54,10/05/2020,"1,465,168"
KS,65_plus,06/03/2020,"1,053,172"
KS,65_plus,11/07/2020,"897,629"
KS,65_plus,25/06/2020,"950,852"
MO,65_plus,14/02/2020,"2,270,289"
SD,35_44,09/05/2020,"251,884"
WI,18_24,16/02/2020,"1,594,540"
WI,18_24,29/02/2020,"1,837,640"
SC,25_34,28/05/2020,"1,854,834"
TX,55_64,08/07/2020,"6,378,096"
WV,18_24,27/07/2020,"478,099"
WV,18_24,07/06/2020,"438,829"
AR,25_34,15/05/2020,"1,134,304"
AR,25_34,03/03/2020,"1,274,748"
RI,55_64,11/04/2020,"266,221"
AR,35_44,04/06/2020,"1,084,300"
MI,45_54,14/02/2020,"4,655,979"
MI,45_54,16/03/2020,"3,638,957"
AZ,45_54,09/04/2020,"2,080,544"
OH,65_plus,04/06/2020,"3,404,780"
CT,18_24,22/06/2020,"825,469"
PA,55_64,16/09/2020,"4,539,265"
PA,55_64,15/07/2020,"3,925,507"
OH,65_plus,20/09/2020,"3,848,763"
KY,45_54,06/08/2020,"1,996,815"
MN,65_plus,10/09/2020,"1,840,530"
MN,65_plus,17/08/2020,"1,581,154"
WI,65_plus,18/09/2020,"2,121,212"
SC,65_plus,28/03/2020,"1,393,391"
LA,35_44,16/07/2020,"1,586,276"
OK,45_54,22/07/2020,"1,522,579"
AZ,65_plus,11/04/2020,"1,681,620"
AZ,65_plus,16/09/2020,"2,355,996"
VA,25_34,19/03/2020,"2,891,934"
GA,18_24,27/07/2020,"2,691,890"
OH,25_34,20/08/2020,"4,831,006"
MI,45_54,05/04/2020,"2,497,238"
CO,35_44,25/05/2020,"1,610,198"
TN,18_24,15/09/2020,"2,057,923"
IL,65_plus,30/06/2020,"3,367,700"
NY,45_54,28/05/2020,"7,221,733"
ID,55_64,08/05/2020,"464,268"
NY,55_64,29/07/2020,"6,158,678"
LA,25_34,09/06/2020,"1,622,314"
NH,25_34,08/09/2020,"508,233"
OH,18_24,05/04/2020,"1,830,239"
NJ,35_44,01/05/2020,"2,862,045"
ME,25_34,05/06/2020,"385,818"
AZ,65_plus,24/03/2020,"2,000,464"
WY,65_plus,25/08/2020,"307,355"
KY,65_plus,02/05/2020,"1,244,203"
KY,18_24,07/08/2020,"1,423,099"
MO,35_44,19/05/2020,"2,023,537"
CT,65_plus,19/03/2020,"897,938"
SD,45_54,02/08/2020,"412,911"
WA,18_24,02/09/2020,"2,006,245"
WI,65_plus,04/09/2020,"2,290,385"
WI,65_plus,13/09/2020,"1,813,897"
NY,65_plus,13/09/2020,"6,077,190"
CO,45_54,11/05/2020,"1,544,409"
OH,25_34,14/03/2020,"4,209,793"
AZ,25_34,13/09/2020,"2,798,320"
WA,25_34,03/09/2020,"3,087,908"
MT,55_64,11/03/2020,"379,084"
ND,55_64,27/04/2020,"181,209"
CO,25_34,28/06/2020,"2,174,670"
IA,65_plus,14/03/2020,"1,021,101"
IA,55_64,24/04/2020,"837,903"
OH,18_24,01/07/2020,"2,946,481"
TN,18_24,17/02/2020,"1,941,466"
NM,35_44,24/09/2020,"162,473"
WY,25_34,28/04/2020,"189,719"
WY,25_34,26/06/2020,"260,786"
CO,18_24,14/02/2020,"1,790,854"
CO,18_24,17/04/2020,"945,681"
CO,18_24,30/03/2020,"885,967"
SC,45_54,24/07/2020,"2,175,420"
NE,25_34,17/03/2020,"567,436"
MN,25_34,22/05/2020,"1,806,108"
FL,18_24,27/08/2020,"5,479,159"
GA,65_plus,06/04/2020,"1,898,735"
GA,65_plus,27/08/2020,"2,871,612"
HI,45_54,03/09/2020,"630,248"
MD,55_64,13/03/2020,"2,065,428"
AR,35_44,15/03/2020,"953,314"
MA,18_24,30/08/2020,"2,090,591"
NH,18_24,14/07/2020,"396,426"
NH,18_24,26/05/2020,"276,617"
LA,55_64,03/07/2020,"1,583,652"
RI,45_54,10/08/2020,"476,699"
MS,18_24,24/05/2020,"805,905"
MD,45_54,30/03/2020,"2,091,716"
MS,18_24,12/05/2020,"880,561"
MS,18_24,24/07/2020,"989,738"
IA,35_44,21/08/2020,"1,325,886"
ID,18_24,18/07/2020,"459,151"
CT,65_plus,07/09/2020,"1,095,592"
OR,65_plus,16/06/2020,"1,252,404"
NE,65_plus,30/04/2020,"566,576"
MN,55_64,30/08/2020,"1,528,261"
CO,25_34,21/04/2020,"1,565,253"
KY,18_24,07/02/2020,"1,229,751"
AZ,55_64,19/07/2020,"1,574,281"
GA,25_34,24/05/2020,"3,653,409"
NY,25_34,16/04/2020,"6,223,388"
RI,25_34,06/03/2020,"416,384"
IN,65_plus,06/02/2020,"1,949,323"
PA,18_24,13/08/2020,"3,784,780"
DE,25_34,29/05/2020,"355,285"
WY,35_44,24/04/2020,"152,601"
GA,25_34,17/06/2020,"4,022,418"
AL,65_plus,16/06/2020,"1,645,041"
AR,65_plus,23/03/2020,"871,083"
OK,65_plus,19/07/2020,"1,074,806"
AR,65_plus,22/03/2020,"628,671"
NH,55_64,19/04/2020,"377,558"
DE,35_44,03/09/2020,"434,812"
IA,45_54,05/06/2020,"1,238,832"
ND,25_34,06/04/2020,"189,292"
MS,35_44,14/07/2020,"1,099,497"
PA,18_24,12/05/2020,"2,453,953"
ND,65_plus,06/05/2020,"192,838"
ID,55_64,25/04/2020,"418,038"
UT,65_plus,18/04/2020,"504,684"
KS,18_24,07/05/2020,"753,709"
IA,25_34,09/03/2020,"941,317"
VA,65_plus,12/07/2020,"2,097,440"
HI,18_24,09/07/2020,"644,799"
CT,18_24,05/07/2020,"870,893"
OR,25_34,15/03/2020,"1,469,472"
OR,25_34,22/05/2020,"1,459,706"
WY,55_64,20/08/2020,"366,578"
CO,65_plus,21/04/2020,"1,055,627"
NM,65_plus,09/09/2020,"673,439"
ND,35_44,22/03/2020,"138,077"
KY,25_34,24/02/2020,"1,614,975"
SD,55_64,10/08/2020,"531,401"
SD,55_64,16/06/2020,"323,850"
WY,35_44,29/03/2020,"119,709"
MS,25_34,22/08/2020,"1,323,536"
WY,18_24,18/06/2020,"180,480"
WY,18_24,19/03/2020,"118,011"
ID,25_34,13/09/2020,"600,164"
VT,65_plus,29/07/2020,"253,816"
RI,45_54,24/02/2020,"446,522"
RI,45_54,23/04/2020,"391,289"
ME,18_24,02/08/2020,"357,664"
ND,55_64,23/07/2020,"233,633"
SD,65_plus,17/05/2020,"260,454"
AK,55_64,06/08/2020,"289,463"
DC,18_24,25/06/2020,"219,365"
NV,18_24,11/04/2020,"526,221"
VT,25_34,06/04/2020,"147,549"
DC,45_54,10/07/2020,"206,853"
DE,65_plus,21/08/2020,"515,570"
MT,65_plus,06/05/2020,"344,961"
TX,45_54,02/07/2020,"9,717,708"
IL,55_64,23/09/2020,"4,003,400"
SC,35_44,02/09/2020,"2,017,183"
MA,65_plus,17/04/2020,"1,628,851"
OR,45_54,02/09/2020,"1,779,248"
NE,45_54,05/08/2020,"802,811"
PA,55_64,11/03/2020,"4,177,177"
MD,35_44,16/03/2020,"2,209,255"
HI,25_34,03/02/2020,"937,766"
TN,65_plus,06/04/2020,"1,597,310"
WI,45_54,23/08/2020,"2,480,019"
TX,55_64,13/06/2020,"7,316,349"
PA,55_64,07/05/2020,"3,473,237"
ID,35_44,25/04/2020,"484,993"
DE,45_54,02/09/2020,"498,045"
FL,55_64,14/06/2020,"6,283,383"
LA,25_34,02/06/2020,"1,848,127"
AZ,65_plus,23/07/2020,"1,947,814"
RI,65_plus,23/06/2020,"392,878"
RI,65_plus,30/04/2020,"285,843"
MT,55_64,28/04/2020,"332,174"
GA,65_plus,15/09/2020,"2,853,680"
IA,65_plus,12/03/2020,"1,101,565"
SC,55_64,03/04/2020,"1,478,582"
UT,45_54,31/05/2020,"736,512"
RI,35_44,02/05/2020,"363,671"
NY,65_plus,28/04/2020,"5,287,674"
NY,65_plus,07/07/2020,"5,897,917"
CT,45_54,13/02/2020,"1,614,137"
LA,25_34,01/03/2020,"2,081,119"
IA,65_plus,03/03/2020,"1,012,990"
MT,18_24,09/09/2020,"334,787"
MO,65_plus,03/09/2020,"2,265,050"
DE,45_54,12/04/2020,"224,723"
RI,25_34,22/09/2020,"406,311"
KY,55_64,21/07/2020,"1,344,158"
VA,65_plus,14/02/2020,"2,967,736"
ID,25_34,23/05/2020,"620,662"
ME,55_64,14/07/2020,"539,072"
CT,65_plus,05/07/2020,"993,611"
IN,65_plus,01/05/2020,"1,760,937"
NM,45_54,04/07/2020,"682,445"
AK,45_54,23/04/2020,"261,218"
SD,25_34,16/07/2020,"348,780"
MS,25_34,02/05/2020,"1,193,146"
ND,65_plus,07/02/2020,"243,072"
KS,18_24,02/08/2020,"805,808"
NM,65_plus,14/04/2020,"559,173"
MA,65_plus,19/04/2020,"1,492,166"
NE,55_64,01/06/2020,"522,770"
NC,65_plus,21/05/2020,"2,698,596"
AL,25_34,12/03/2020,"2,111,564"
AR,18_24,12/06/2020,"912,194"
SD,55_64,11/02/2020,"247,516"
AL,65_plus,20/04/2020,"1,320,917"
NM,55_64,20/07/2020,"546,504"
AK,45_54,09/07/2020,"332,468"
MT,25_34,19/06/2020,"392,488"
NE,18_24,24/03/2020,"424,909"
AR,45_54,01/05/2020,"1,226,450"
MT,35_44,10/07/2020,"416,722"
RI,45_54,18/05/2020,"392,090"
NE,18_24,07/02/2020,"592,089"
AL,65_plus,09/04/2020,"1,239,571"
ID,25_34,20/07/2020,"596,698"
ME,45_54,08/06/2020,"553,553"
ND,18_24,05/06/2020,"305,500"
AK,18_24,16/03/2020,"179,857"
DC,45_54,08/04/2020,"188,333"
MT,25_34,04/03/2020,"362,288"
HI,18_24,27/05/2020,"500,432"
NH,18_24,31/07/2020,"460,391"
NV,18_24,11/08/2020,"751,248"
NM,18_24,18/09/2020,"557,695"
MA,18_24,16/04/2020,"1,287,604"
OR,65_plus,14/07/2020,"1,416,100"
DC,55_64,24/05/2020,"121,498"
ND,65_plus,29/06/2020,"238,428"
MT,65_plus,28/05/2020,"397,658"
DC,65_plus,26/06/2020,"132,189"
DC,65_plus,16/03/2020,"81,160"
DC,55_64,07/06/2020,"115,640"
DC,45_54,28/03/2020,"144,799"
AK,18_24,28/04/2020,"201,473"
AK,18_24,18/05/2020,"215,227"
MT,18_24,19/04/2020,"178,453"
PA,55_64,06/02/2020,"4,043,681"
MA,35_44,15/05/2020,"2,328,725"
IL,35_44,19/08/2020,"5,519,239"
NJ,55_64,10/07/2020,"2,271,779"
KS,65_plus,24/04/2020,"714,928"
KS,65_plus,15/02/2020,"969,450"
TX,18_24,12/04/2020,"4,551,552"
TX,18_24,25/05/2020,"5,744,029"
TX,18_24,17/02/2020,"7,998,562"
KS,25_34,04/04/2020,"766,480"
KS,25_34,20/06/2020,"1,180,417"
TX,35_44,14/03/2020,"11,820,645"
TX,18_24,18/08/2020,"7,801,518"
MN,18_24,23/06/2020,"1,346,438"
MN,18_24,22/02/2020,"1,636,776"
IA,35_44,04/02/2020,"988,076"
LA,45_54,22/04/2020,"1,587,427"
VA,18_24,04/05/2020,"1,920,657"
ND,55_64,27/03/2020,"172,660"
MA,55_64,27/03/2020,"1,656,951"
LA,18_24,03/09/2020,"1,674,375"
UT,35_44,08/03/2020,"1,024,965"
NC,35_44,09/04/2020,"3,234,474"
PA,65_plus,28/04/2020,"3,549,130"
FL,55_64,17/05/2020,"5,422,045"
FL,55_64,01/04/2020,"5,103,451"
VA,65_plus,15/05/2020,"2,368,932"
TX,55_64,13/08/2020,"7,039,488"
SC,55_64,10/03/2020,"1,795,258"
DE,55_64,17/02/2020,"366,001"
NY,18_24,28/08/2020,"6,997,741"
FL,35_44,17/03/2020,"7,942,257"
IN,45_54,01/08/2020,"2,762,235"
IN,45_54,04/02/2020,"2,481,883"
OK,65_plus,31/07/2020,"1,366,630"
FL,45_54,15/09/2020,"8,525,143"
FL,45_54,18/08/2020,"8,580,327"
GA,25_34,19/06/2020,"4,474,768"
FL,25_34,09/06/2020,"6,757,234"
WV,35_44,04/04/2020,"500,122"
MA,45_54,23/07/2020,"2,817,955"
AL,25_34,24/02/2020,"1,765,521"
PA,45_54,12/07/2020,"4,755,456"
PA,45_54,22/08/2020,"6,127,009"
WI,35_44,14/05/2020,"1,624,091"
FL,35_44,13/07/2020,"7,408,551"
IA,65_plus,16/06/2020,"1,050,639"
KS,45_54,23/03/2020,"935,915"
IA,35_44,06/06/2020,"1,122,222"
NJ,18_24,13/03/2020,"2,328,241"
NJ,18_24,23/09/2020,"2,454,730"
NJ,18_24,26/02/2020,"2,266,170"
CA,35_44,19/09/2020,"17,801,644"
ID,55_64,20/09/2020,"566,032"
MN,35_44,05/06/2020,"1,872,803"
MI,25_34,01/09/2020,"3,759,708"
AZ,25_34,25/04/2020,"2,477,278"
AZ,25_34,25/05/2020,"2,407,424"
MD,25_34,23/02/2020,"2,545,209"
MD,25_34,22/02/2020,"2,854,545"
LA,55_64,29/05/2020,"1,567,603"
LA,55_64,14/08/2020,"1,649,319"
OK,25_34,14/07/2020,"1,552,371"
LA,35_44,01/08/2020,"1,750,430"
IL,55_64,09/06/2020,"2,844,702"
AZ,35_44,09/02/2020,"2,992,858"
CT,45_54,09/08/2020,"1,670,954"
UT,18_24,07/08/2020,"1,106,211"
MN,65_plus,30/07/2020,"1,484,843"
GA,45_54,20/08/2020,"4,377,618"
CO,45_54,09/07/2020,"2,125,093"
DE,45_54,18/07/2020,"529,067"
IL,45_54,14/09/2020,"5,174,325"
FL,35_44,27/03/2020,"6,293,759"
CO,55_64,22/06/2020,"1,549,037"
ME,35_44,15/04/2020,"369,121"
MO,65_plus,04/03/2020,"2,272,587"
OH,18_24,26/02/2020,"2,990,730"
NJ,45_54,16/08/2020,"3,438,475"
PA,35_44,05/04/2020,"3,163,341"
GA,35_44,09/05/2020,"4,497,170"
OH,55_64,07/03/2020,"4,247,736"
GA,18_24,17/02/2020,"3,109,047"
TN,18_24,26/02/2020,"1,849,778"
AL,45_54,09/07/2020,"1,961,764"
VA,35_44,11/02/2020,"3,166,340"
TX,35_44,13/04/2020,"7,964,025"
MN,25_34,13/06/2020,"2,037,964"
AL,35_44,03/09/2020,"1,990,790"
CO,25_34,10/07/2020,"2,301,640"
NH,65_plus,15/09/2020,"534,808"
WI,25_34,22/06/2020,"1,735,499"
MD,35_44,14/02/2020,"2,750,314"
NC,18_24,28/05/2020,"2,532,096"
DE,35_44,26/04/2020,"248,732"
NE,45_54,17/09/2020,"832,820"
CA,55_64,22/02/2020,"13,264,941"
SC,45_54,02/04/2020,"1,687,156"
MS,45_54,05/03/2020,"1,288,366"
MI,55_64,28/05/2020,"2,794,834"
IN,18_24,07/08/2020,"2,320,427"
IN,18_24,09/09/2020,"2,066,499"
NC,25_34,17/03/2020,"3,397,804"
AL,18_24,26/04/2020,"1,081,004"
NC,45_54,14/07/2020,"3,753,329"
FL,18_24,23/09/2020,"5,639,358"
NJ,35_44,04/08/2020,"3,074,979"
CA,18_24,24/08/2020,"10,232,870"
IL,18_24,22/04/2020,"2,584,272"
MO,65_plus,19/05/2020,"1,798,413"
TN,35_44,01/09/2020,"2,796,401"
ME,65_plus,31/08/2020,"748,180"
MT,25_34,01/07/2020,"374,904"
ND,45_54,15/05/2020,"272,119"
KY,35_44,07/04/2020,"1,368,538"
SD,45_54,26/02/2020,"306,159"
IN,35_44,29/03/2020,"1,538,969"
ME,55_64,06/08/2020,"710,298"
ID,45_54,10/06/2020,"564,784"
PA,35_44,06/07/2020,"4,168,109"
MN,65_plus,16/04/2020,"1,067,595"
CT,45_54,12/08/2020,"1,731,904"
CT,25_34,23/07/2020,"1,158,125"
OK,45_54,07/09/2020,"1,404,466"
KY,65_plus,15/07/2020,"1,326,587"
NJ,35_44,20/07/2020,"3,426,431"
OK,25_34,09/05/2020,"1,675,886"
MA,25_34,09/02/2020,"2,704,480"
NC,45_54,13/05/2020,"3,509,549"
NH,55_64,20/06/2020,"642,745"
MT,55_64,29/07/2020,"462,126"
MT,55_64,13/06/2020,"446,893"
HI,25_34,16/08/2020,"807,238"
MS,25_34,30/07/2020,"1,165,651"
OK,35_44,19/06/2020,"1,436,755"
WV,55_64,31/03/2020,"472,481"
LA,45_54,17/04/2020,"1,711,853"
LA,45_54,15/04/2020,"1,607,069"
NE,35_44,25/05/2020,"510,664"
MO,55_64,10/09/2020,"2,097,221"
WI,18_24,03/06/2020,"1,299,027"
NC,25_34,06/08/2020,"3,830,343"
OK,18_24,19/08/2020,"1,410,995"
OK,18_24,03/05/2020,"982,597"
NY,25_34,14/04/2020,"6,167,530"
IN,65_plus,09/08/2020,"1,922,322"
IN,45_54,02/05/2020,"2,492,630"
MS,45_54,02/04/2020,"1,047,337"
AZ,45_54,28/06/2020,"2,185,409"
MN,35_44,25/06/2020,"1,840,873"
KS,55_64,11/08/2020,"939,870"
NY,18_24,03/06/2020,"4,597,285"
TN,45_54,24/08/2020,"2,941,135"
NJ,55_64,12/09/2020,"3,381,939"
MO,55_64,10/02/2020,"1,822,499"
ID,18_24,11/09/2020,"546,724"
IA,18_24,19/04/2020,"628,511"
IA,55_64,12/08/2020,"1,129,779"
IA,55_64,08/08/2020,"1,128,385"
GA,55_64,25/03/2020,"2,350,561"
GA,55_64,27/03/2020,"2,596,986"
KY,55_64,04/04/2020,"1,168,152"
CA,65_plus,24/09/2020,"2,718,803"
AR,18_24,02/09/2020,"849,858"
OR,45_54,07/08/2020,"1,858,969"
NY,18_24,15/03/2020,"5,251,942"
LA,65_plus,26/03/2020,"1,161,263"
NH,35_44,27/05/2020,"485,254"
NH,35_44,06/07/2020,"502,810"
GA,35_44,02/03/2020,"4,467,263"
WA,25_34,20/08/2020,"3,010,750"
OH,65_plus,03/02/2020,"3,494,519"
AZ,55_64,13/05/2020,"1,783,963"
AZ,55_64,22/08/2020,"2,049,664"
NC,25_34,23/07/2020,"3,556,869"
WA,25_34,29/04/2020,"2,129,493"
ND,55_64,22/03/2020,"142,375"
PA,55_64,14/07/2020,"3,965,243"
CO,18_24,28/02/2020,"1,709,063"
WA,18_24,15/02/2020,"2,041,312"
NE,65_plus,01/07/2020,"590,445"
NE,65_plus,26/04/2020,"524,218"
KS,35_44,15/06/2020,"981,934"
AR,65_plus,26/04/2020,"812,455"
RI,35_44,12/07/2020,"422,533"
WI,55_64,19/06/2020,"1,827,004"
MT,65_plus,04/02/2020,"381,856"
ME,55_64,23/06/2020,"504,779"
FL,65_plus,25/03/2020,"6,575,263"
