geography,age,dt,norm_visits
NH,18_24,05/08/2020,"436,212"
MA,18_24,22/07/2020,"1,834,043"
ME,65_plus,09/08/2020,"717,882"
IA,65_plus,09/09/2020,"1,115,944"
OK,65_plus,24/08/2020,"1,259,778"
MT,55_64,23/05/2020,"361,807"
NH,45_54,20/03/2020,"569,683"
LA,65_plus,14/05/2020,"1,281,691"
ME,55_64,05/08/2020,"641,652"
ND,35_44,09/07/2020,"223,485"
KY,25_34,26/03/2020,"1,360,591"
RI,45_54,06/05/2020,"382,526"
DE,25_34,21/04/2020,"270,988"
OK,65_plus,23/05/2020,"1,214,383"
MT,45_54,16/07/2020,"506,176"
WY,25_34,26/04/2020,"171,936"
OR,65_plus,25/05/2020,"1,044,041"
UT,55_64,29/04/2020,"558,948"
NE,65_plus,04/06/2020,"625,387"
ND,18_24,24/02/2020,"201,188"
DC,18_24,07/07/2020,"203,363"
NM,25_34,31/05/2020,"605,372"
HI,25_34,02/08/2020,"817,541"
DE,65_plus,29/04/2020,"301,444"
DE,65_plus,26/03/2020,"286,520"
DC,55_64,20/04/2020,"98,189"
NM,18_24,13/09/2020,"506,037"
WV,65_plus,19/06/2020,"727,477"
AK,45_54,09/08/2020,"327,694"
NM,18_24,20/05/2020,"508,731"
AK,65_plus,30/06/2020,"166,491"
AK,18_24,10/07/2020,"303,705"
ID,18_24,22/06/2020,"404,495"
ID,18_24,22/08/2020,"511,812"
UT,55_64,26/03/2020,"543,400"
NV,18_24,06/07/2020,"867,532"
RI,18_24,27/05/2020,"325,054"
DE,18_24,14/03/2020,"301,483"
DE,18_24,07/05/2020,"225,589"
UT,65_plus,15/04/2020,"488,739"
HI,65_plus,20/04/2020,"500,274"
MT,18_24,15/05/2020,"268,113"
MT,18_24,31/05/2020,"249,062"
DC,65_plus,27/04/2020,"86,826"
MI,25_34,04/08/2020,"3,657,356"
GA,25_34,08/06/2020,"3,891,548"
GA,25_34,28/02/2020,"5,032,202"
TX,35_44,24/08/2020,"10,336,511"
TX,35_44,29/02/2020,"13,368,041"
TX,35_44,14/04/2020,"8,199,950"
PA,45_54,01/03/2020,"5,622,505"
PA,45_54,18/04/2020,"4,096,143"
VA,25_34,16/06/2020,"2,994,189"
PA,35_44,11/02/2020,"4,566,779"
PA,35_44,16/03/2020,"4,386,464"
MS,35_44,15/04/2020,"995,013"
MD,45_54,21/08/2020,"2,872,847"
NC,55_64,25/02/2020,"3,186,071"
AL,35_44,02/05/2020,"1,863,888"
IN,18_24,20/06/2020,"1,970,567"
OH,18_24,22/03/2020,"2,198,175"
IL,25_34,28/03/2020,"3,414,435"
NY,65_plus,09/08/2020,"6,195,057"
NC,35_44,23/08/2020,"3,784,761"
MN,35_44,02/06/2020,"1,662,311"
MN,35_44,11/04/2020,"1,437,695"
MI,25_34,13/04/2020,"1,897,218"
TN,65_plus,10/07/2020,"2,319,506"
IA,55_64,04/05/2020,"807,658"
KY,55_64,11/08/2020,"1,477,780"
IL,45_54,26/02/2020,"5,009,610"
NY,45_54,06/07/2020,"7,660,572"
FL,18_24,04/02/2020,"6,269,939"
FL,18_24,25/04/2020,"3,833,637"
NY,55_64,04/09/2020,"7,796,159"
WI,65_plus,03/07/2020,"1,925,670"
WI,65_plus,02/06/2020,"1,568,566"
IL,65_plus,17/02/2020,"3,477,401"
NJ,45_54,14/03/2020,"4,308,317"
MD,25_34,25/05/2020,"1,935,138"
MD,25_34,27/07/2020,"2,199,897"
MD,25_34,13/08/2020,"2,370,020"
MD,25_34,18/08/2020,"2,516,266"
SC,18_24,22/07/2020,"1,403,623"
SC,18_24,27/06/2020,"1,528,154"
NH,45_54,05/09/2020,"947,180"
ND,25_34,04/06/2020,"275,980"
ND,25_34,26/02/2020,"240,154"
KS,55_64,01/05/2020,"819,419"
WV,45_54,12/04/2020,"422,900"
CA,65_plus,20/09/2020,"11,541,203"
TX,55_64,02/07/2020,"6,840,936"
MI,45_54,22/07/2020,"4,150,420"
ND,45_54,28/06/2020,"231,929"
WI,65_plus,22/04/2020,"1,339,285"
DE,25_34,07/07/2020,"363,618"
IL,45_54,05/02/2020,"5,094,234"
IL,45_54,20/04/2020,"3,941,214"
VA,55_64,08/03/2020,"2,590,856"
TX,55_64,30/03/2020,"5,123,147"
CA,35_44,29/06/2020,"14,323,163"
TN,35_44,17/07/2020,"2,838,614"
MI,35_44,18/02/2020,"3,465,128"
NC,65_plus,15/05/2020,"2,982,837"
AR,25_34,22/09/2020,"1,144,412"
GA,35_44,05/09/2020,"5,101,598"
TX,18_24,07/06/2020,"6,920,565"
ID,35_44,02/06/2020,"545,369"
NM,25_34,07/02/2020,"924,594"
IL,45_54,23/08/2020,"4,883,397"
NC,45_54,08/04/2020,"3,090,650"
KS,25_34,22/09/2020,"1,175,888"
MD,35_44,23/09/2020,"2,528,919"
GA,18_24,15/08/2020,"3,331,733"
NY,25_34,26/02/2020,"9,399,280"
KY,45_54,03/07/2020,"2,003,362"
KY,45_54,24/03/2020,"1,375,554"
NC,55_64,06/02/2020,"2,715,115"
OK,35_44,15/06/2020,"1,420,852"
TX,45_54,30/06/2020,"9,084,272"
AZ,35_44,27/03/2020,"2,299,425"
MO,35_44,02/09/2020,"2,430,396"
CO,35_44,16/05/2020,"1,901,191"
SC,25_34,29/07/2020,"1,953,092"
SC,25_34,21/08/2020,"2,199,497"
SC,25_34,18/08/2020,"2,067,051"
FL,35_44,17/08/2020,"8,012,529"
CA,55_64,12/09/2020,"11,315,830"
LA,55_64,17/09/2020,"1,672,901"
WV,45_54,29/06/2020,"711,655"
MD,45_54,18/02/2020,"2,538,588"
MO,25_34,07/08/2020,"2,751,913"
IA,45_54,05/09/2020,"1,451,096"
NV,35_44,01/05/2020,"1,073,270"
NC,25_34,05/03/2020,"3,931,545"
NJ,25_34,20/06/2020,"3,423,760"
NY,25_34,13/06/2020,"8,700,652"
CO,35_44,09/05/2020,"1,944,000"
WI,35_44,24/03/2020,"1,436,729"
KS,35_44,23/08/2020,"995,135"
OR,25_34,09/08/2020,"1,662,104"
OR,25_34,22/06/2020,"1,452,703"
DC,35_44,20/08/2020,"366,117"
CA,65_plus,06/05/2020,"9,328,669"
MD,55_64,31/05/2020,"1,539,134"
NJ,35_44,12/04/2020,"2,042,179"
IL,55_64,07/04/2020,"2,686,413"
KY,55_64,30/08/2020,"1,329,716"
MI,45_54,23/09/2020,"4,720,210"
PA,45_54,21/04/2020,"3,868,079"
MI,35_44,06/05/2020,"3,095,751"
KS,45_54,05/06/2020,"1,180,738"
KS,45_54,13/08/2020,"1,277,195"
KS,45_54,15/05/2020,"1,087,828"
KS,45_54,21/02/2020,"1,218,669"
KS,45_54,04/04/2020,"851,399"
MN,35_44,03/08/2020,"1,840,596"
OH,35_44,01/04/2020,"3,243,454"
CO,35_44,29/07/2020,"2,158,628"
TN,35_44,04/09/2020,"3,213,963"
IN,35_44,23/07/2020,"2,421,405"
KY,45_54,30/05/2020,"1,835,172"
FL,45_54,07/04/2020,"5,979,261"
ID,65_plus,19/02/2020,"471,761"
CT,35_44,24/07/2020,"1,490,393"
PA,18_24,01/07/2020,"3,209,089"
MA,65_plus,13/02/2020,"2,354,486"
MA,65_plus,19/02/2020,"2,406,226"
MA,65_plus,01/06/2020,"1,838,822"
MA,45_54,29/04/2020,"2,292,918"
MA,45_54,13/03/2020,"3,138,814"
AR,35_44,20/02/2020,"1,090,721"
AR,35_44,20/03/2020,"1,040,829"
AR,35_44,14/06/2020,"975,413"
PA,55_64,04/03/2020,"4,291,785"
NV,45_54,08/05/2020,"984,280"
ID,45_54,08/08/2020,"746,632"
WY,45_54,16/09/2020,"382,790"
PA,55_64,12/02/2020,"4,276,162"
MI,45_54,19/06/2020,"4,410,512"
MI,65_plus,17/07/2020,"3,421,993"
GA,55_64,20/06/2020,"3,166,781"
AZ,55_64,06/03/2020,"2,561,744"
WV,45_54,18/05/2020,"643,544"
OK,55_64,20/02/2020,"1,238,794"
NE,35_44,24/09/2020,"101,607"
GA,65_plus,23/02/2020,"2,861,674"
WA,35_44,27/05/2020,"2,347,737"
MO,55_64,22/09/2020,"2,081,598"
MD,55_64,26/02/2020,"1,826,496"
KY,45_54,12/02/2020,"1,797,801"
WA,35_44,16/09/2020,"2,676,614"
SD,65_plus,02/05/2020,"289,183"
WI,45_54,24/03/2020,"1,602,308"
SD,35_44,18/03/2020,"215,883"
MA,35_44,15/09/2020,"2,984,872"
MA,35_44,13/05/2020,"2,277,902"
NJ,55_64,11/09/2020,"3,175,341"
WA,35_44,23/03/2020,"2,023,377"
OR,18_24,03/05/2020,"767,325"
IL,55_64,04/04/2020,"2,716,816"
OR,65_plus,05/08/2020,"1,565,912"
WA,25_34,14/09/2020,"2,667,362"
LA,45_54,29/04/2020,"1,562,486"
NE,45_54,15/04/2020,"580,376"
WY,55_64,14/02/2020,"228,425"
WI,35_44,11/02/2020,"1,824,568"
MO,45_54,04/04/2020,"1,872,081"
NM,25_34,20/08/2020,"768,388"
NJ,55_64,18/05/2020,"2,140,921"
SD,45_54,03/03/2020,"304,007"
MN,25_34,31/07/2020,"2,188,113"
FL,18_24,18/03/2020,"4,971,307"
AL,25_34,06/02/2020,"1,771,111"
MA,25_34,18/09/2020,"3,007,746"
WA,25_34,25/03/2020,"2,130,321"
NE,55_64,11/04/2020,"484,967"
KY,25_34,01/07/2020,"1,705,653"
KY,25_34,05/08/2020,"1,840,083"
AR,45_54,16/06/2020,"1,178,750"
OR,25_34,02/05/2020,"1,228,981"
SC,45_54,01/09/2020,"2,193,624"
SC,45_54,17/08/2020,"2,213,765"
AR,55_64,09/09/2020,"1,038,793"
IN,55_64,11/02/2020,"1,940,503"
AL,65_plus,18/07/2020,"1,577,902"
UT,25_34,14/04/2020,"972,865"
LA,65_plus,08/09/2020,"1,648,179"
MT,45_54,04/09/2020,"595,070"
AL,18_24,19/04/2020,"850,684"
AZ,25_34,05/08/2020,"2,525,999"
SD,45_54,13/07/2020,"373,934"
TN,65_plus,19/02/2020,"2,334,833"
CT,45_54,08/03/2020,"1,658,532"
KS,25_34,10/04/2020,"869,541"
OR,55_64,01/06/2020,"1,206,496"
SD,25_34,04/04/2020,"225,339"
LA,35_44,01/02/2020,"1,613,497"
NJ,65_plus,13/03/2020,"3,137,760"
ND,35_44,01/03/2020,"205,973"
NE,25_34,07/07/2020,"666,045"
NE,25_34,11/05/2020,"558,898"
ID,35_44,30/08/2020,"581,445"
ND,65_plus,08/07/2020,"263,079"
ND,65_plus,21/08/2020,"312,163"
KS,18_24,21/04/2020,"708,796"
NE,18_24,06/08/2020,"651,520"
NE,18_24,20/08/2020,"665,714"
OR,35_44,20/06/2020,"1,497,448"
OK,25_34,25/02/2020,"1,554,472"
WA,65_plus,17/08/2020,"2,166,619"
CO,25_34,10/06/2020,"2,038,012"
CO,25_34,20/03/2020,"1,753,190"
DC,35_44,30/03/2020,"227,206"
NH,35_44,06/02/2020,"451,056"
RI,45_54,22/08/2020,"544,191"
NV,65_plus,20/09/2020,"1,132,102"
OK,45_54,08/04/2020,"1,241,532"
CO,45_54,31/03/2020,"1,505,020"
TN,18_24,01/03/2020,"2,087,678"
MS,18_24,02/06/2020,"947,284"
MT,35_44,13/09/2020,"371,875"
IN,65_plus,11/02/2020,"1,952,031"
MS,45_54,17/02/2020,"1,129,483"
MS,45_54,13/04/2020,"928,809"
NJ,55_64,18/07/2020,"2,923,724"
UT,35_44,04/04/2020,"821,465"
ME,25_34,15/07/2020,"453,155"
TX,65_plus,25/06/2020,"6,078,404"
IN,65_plus,20/04/2020,"1,590,180"
IA,35_44,13/04/2020,"775,961"
SD,35_44,28/02/2020,"286,481"
MS,65_plus,30/04/2020,"994,843"
SD,25_34,09/06/2020,"285,816"
SD,18_24,23/04/2020,"182,313"
RI,55_64,27/05/2020,"336,889"
SD,55_64,20/04/2020,"205,602"
WV,18_24,08/05/2020,"422,410"
VT,18_24,11/08/2020,"245,729"
ME,35_44,02/09/2020,"548,088"
AK,45_54,24/05/2020,"288,568"
IA,65_plus,23/05/2020,"970,323"
HI,18_24,10/02/2020,"714,494"
LA,65_plus,11/06/2020,"1,499,805"
HI,18_24,14/09/2020,"515,872"
SD,45_54,13/09/2020,"421,425"
NM,65_plus,06/08/2020,"679,768"
CO,65_plus,19/03/2020,"1,041,069"
ME,25_34,22/06/2020,"381,879"
MD,18_24,15/07/2020,"1,591,402"
MD,18_24,14/04/2020,"1,108,225"
AK,35_44,29/07/2020,"292,535"
NM,18_24,01/09/2020,"528,193"
NE,65_plus,04/09/2020,"784,012"
KY,18_24,19/06/2020,"1,317,919"
SD,45_54,29/07/2020,"416,514"
CT,18_24,01/06/2020,"741,479"
ND,18_24,05/08/2020,"295,656"
NH,55_64,24/07/2020,"599,929"
HI,35_44,13/09/2020,"610,888"
DC,65_plus,14/05/2020,"49,814"
NH,18_24,02/04/2020,"221,733"
ND,18_24,11/04/2020,"182,214"
VT,25_34,12/02/2020,"209,334"
WV,18_24,30/08/2020,"484,515"
WV,65_plus,03/09/2020,"795,879"
MA,18_24,21/04/2020,"1,219,896"
TX,25_34,19/07/2020,"9,905,501"
NJ,25_34,09/08/2020,"3,660,403"
VA,45_54,26/02/2020,"3,524,618"
NC,55_64,20/07/2020,"2,832,090"
CA,25_34,28/03/2020,"12,795,835"
MS,55_64,09/04/2020,"789,397"
NJ,25_34,31/03/2020,"2,111,724"
SC,65_plus,16/09/2020,"1,852,042"
CA,18_24,31/03/2020,"8,211,356"
NE,35_44,13/03/2020,"697,798"
KY,45_54,17/03/2020,"1,655,538"
DC,25_34,15/06/2020,"373,656"
WI,45_54,29/08/2020,"2,920,238"
OH,65_plus,01/02/2020,"3,527,255"
OR,65_plus,24/02/2020,"1,337,626"
CO,65_plus,02/09/2020,"1,635,293"
CT,25_34,20/06/2020,"1,303,302"
AL,25_34,24/04/2020,"1,685,271"
LA,55_64,18/06/2020,"1,528,684"
CO,45_54,17/05/2020,"1,678,945"
CO,45_54,27/07/2020,"2,157,033"
AZ,25_34,09/09/2020,"2,649,180"
IA,45_54,09/04/2020,"937,960"
AL,65_plus,31/07/2020,"1,761,883"
OH,65_plus,20/06/2020,"3,637,986"
UT,25_34,14/05/2020,"1,128,935"
CT,65_plus,14/07/2020,"1,134,660"
NJ,18_24,12/06/2020,"2,074,007"
NJ,65_plus,20/06/2020,"2,652,345"
NE,25_34,11/08/2020,"801,327"
ID,35_44,16/08/2020,"589,989"
AK,65_plus,16/05/2020,"161,529"
MO,65_plus,15/03/2020,"1,829,029"
AR,45_54,07/05/2020,"1,121,076"
CT,55_64,23/02/2020,"1,249,806"
RI,45_54,07/05/2020,"376,551"
OK,55_64,06/07/2020,"1,125,158"
KY,55_64,09/08/2020,"1,352,602"
RI,55_64,06/09/2020,"476,461"
MT,35_44,15/06/2020,"310,964"
MS,65_plus,22/05/2020,"1,088,777"
MS,25_34,15/04/2020,"1,009,314"
WY,55_64,27/07/2020,"291,467"
NE,18_24,25/04/2020,"477,609"
VT,45_54,21/02/2020,"366,103"
UT,35_44,24/07/2020,"1,105,229"
ME,35_44,18/09/2020,"624,539"
OR,35_44,18/05/2020,"1,159,797"
WY,55_64,21/02/2020,"227,686"
SD,18_24,29/02/2020,"323,695"
VT,18_24,18/02/2020,"257,319"
DC,45_54,15/04/2020,"181,284"
ID,45_54,25/03/2020,"488,991"
UT,18_24,16/02/2020,"953,965"
NC,18_24,13/06/2020,"3,076,066"
IA,18_24,08/07/2020,"845,902"
KS,18_24,09/04/2020,"637,541"
ME,18_24,01/04/2020,"220,532"
DE,45_54,05/04/2020,"287,547"
SD,25_34,19/04/2020,"211,768"
ME,35_44,21/03/2020,"381,168"
CO,18_24,07/05/2020,"1,115,563"
AK,35_44,18/08/2020,"289,951"
WY,25_34,19/05/2020,"219,758"
WY,35_44,24/08/2020,"283,817"
WY,35_44,20/07/2020,"255,136"
NE,65_plus,20/03/2020,"520,319"
LA,18_24,22/06/2020,"1,196,748"
RI,25_34,15/06/2020,"341,631"
WV,65_plus,16/02/2020,"615,670"
DE,18_24,21/08/2020,"297,690"
ID,18_24,24/09/2020,"106,881"
HI,45_54,19/08/2020,"681,383"
DE,65_plus,10/02/2020,"349,545"
MT,65_plus,24/02/2020,"353,505"
CT,18_24,22/05/2020,"856,040"
AK,18_24,02/08/2020,"214,582"
AK,25_34,13/03/2020,"405,289"
NV,18_24,03/02/2020,"916,416"
NM,18_24,05/04/2020,"375,547"
HI,55_64,25/06/2020,"425,879"
NV,18_24,20/07/2020,"748,981"
AK,18_24,09/03/2020,"177,468"
WA,18_24,27/03/2020,"1,241,826"
AK,55_64,07/05/2020,"245,487"
AK,55_64,01/05/2020,"244,952"
AK,55_64,15/04/2020,"177,659"
WY,18_24,12/08/2020,"208,623"
DC,55_64,02/08/2020,"124,017"
WY,18_24,23/04/2020,"110,819"
HI,65_plus,24/04/2020,"452,218"
VT,25_34,19/03/2020,"167,576"
MT,18_24,13/06/2020,"297,671"
MT,18_24,24/04/2020,"240,002"
AK,18_24,06/07/2020,"247,008"
DC,65_plus,06/09/2020,"143,285"
GA,45_54,11/04/2020,"3,365,080"
NM,45_54,13/09/2020,"726,592"
NJ,45_54,26/08/2020,"4,229,905"
IN,45_54,08/03/2020,"2,704,290"
NJ,18_24,20/05/2020,"1,760,426"
NY,18_24,25/08/2020,"6,686,750"
TX,65_plus,23/06/2020,"6,053,632"
TX,65_plus,07/07/2020,"5,951,646"
MI,18_24,23/09/2020,"3,007,410"
WA,35_44,30/03/2020,"1,887,166"
WA,35_44,30/04/2020,"2,243,416"
IL,45_54,07/03/2020,"6,201,405"
WI,45_54,10/07/2020,"2,376,575"
NY,45_54,11/06/2020,"7,600,967"
NY,45_54,18/05/2020,"6,766,203"
PA,35_44,13/09/2020,"4,570,575"
PA,35_44,13/06/2020,"4,834,255"
MI,35_44,03/06/2020,"3,401,804"
IL,45_54,03/09/2020,"5,577,110"
NY,65_plus,03/02/2020,"6,669,662"
MA,55_64,18/06/2020,"2,012,806"
MA,55_64,14/07/2020,"1,959,839"
HI,35_44,26/04/2020,"546,894"
LA,55_64,20/02/2020,"1,690,590"
OK,55_64,25/06/2020,"1,233,904"
MS,55_64,10/07/2020,"1,011,470"
MS,55_64,22/08/2020,"1,064,960"
MS,65_plus,05/09/2020,"1,159,415"
MA,18_24,31/08/2020,"2,195,147"
MA,18_24,04/08/2020,"1,840,869"
AL,35_44,17/07/2020,"2,017,665"
CA,45_54,06/04/2020,"10,553,343"
IL,55_64,20/02/2020,"3,996,235"
LA,35_44,11/02/2020,"1,776,992"
SC,35_44,09/07/2020,"1,944,825"
TX,45_54,27/04/2020,"7,997,252"
OH,18_24,01/02/2020,"2,780,598"
IA,45_54,03/04/2020,"962,035"
IA,45_54,15/04/2020,"927,792"
VA,55_64,27/07/2020,"2,399,229"
MN,65_plus,09/09/2020,"1,779,509"
ND,25_34,13/08/2020,"297,232"
NJ,35_44,23/06/2020,"3,388,253"
FL,35_44,08/08/2020,"8,892,526"
AZ,55_64,09/06/2020,"1,670,405"
SD,65_plus,10/03/2020,"308,179"
AK,35_44,22/09/2020,"292,964"
LA,35_44,29/06/2020,"1,637,522"
AZ,45_54,23/05/2020,"2,629,948"
NC,45_54,26/05/2020,"3,631,719"
WI,55_64,06/05/2020,"1,387,613"
WI,55_64,24/07/2020,"1,905,855"
IL,25_34,20/07/2020,"4,751,890"
IL,18_24,26/07/2020,"3,529,742"
FL,35_44,30/03/2020,"5,771,314"
KS,25_34,31/05/2020,"1,005,856"
KY,25_34,19/02/2020,"1,729,570"
MD,45_54,24/08/2020,"2,573,233"
CO,25_34,16/07/2020,"2,230,689"
SC,25_34,21/04/2020,"1,511,019"
MN,45_54,18/07/2020,"1,984,717"
MI,55_64,21/04/2020,"2,110,990"
MD,45_54,16/02/2020,"2,561,645"
KS,45_54,02/03/2020,"1,107,169"
KS,45_54,26/03/2020,"893,829"
NY,25_34,08/05/2020,"6,908,982"
NC,35_44,01/06/2020,"3,764,475"
WA,55_64,27/02/2020,"2,406,667"
PA,55_64,17/08/2020,"4,355,805"
MD,25_34,03/05/2020,"1,707,878"
WI,18_24,08/08/2020,"1,812,586"
TX,35_44,24/09/2020,"1,588,545"
OK,45_54,29/03/2020,"1,060,688"
PA,45_54,17/02/2020,"5,404,078"
NC,45_54,14/08/2020,"4,528,997"
CA,55_64,10/08/2020,"10,425,957"
CA,55_64,04/09/2020,"11,650,905"
WA,55_64,01/08/2020,"2,240,179"
NY,25_34,05/06/2020,"7,459,929"
MN,35_44,23/09/2020,"2,121,000"
CO,25_34,27/02/2020,"2,443,003"
SC,18_24,19/05/2020,"1,262,771"
PA,65_plus,19/03/2020,"3,628,454"
MI,55_64,29/02/2020,"3,665,145"
NY,45_54,29/03/2020,"5,059,686"
NC,65_plus,29/08/2020,"3,472,964"
TX,25_34,23/04/2020,"9,085,297"
MI,18_24,15/02/2020,"3,054,118"
IL,18_24,02/02/2020,"3,935,088"
IN,25_34,13/05/2020,"2,095,198"
NY,35_44,26/03/2020,"6,109,724"
WV,35_44,11/04/2020,"516,711"
CO,45_54,03/04/2020,"1,518,927"
MO,45_54,02/02/2020,"2,538,846"
MO,45_54,05/05/2020,"2,232,969"
IN,18_24,14/02/2020,"2,072,576"
ND,45_54,17/04/2020,"223,973"
ID,55_64,12/02/2020,"470,264"
WA,55_64,25/08/2020,"2,322,323"
AR,45_54,17/08/2020,"1,214,136"
MD,55_64,23/07/2020,"1,702,036"
NJ,65_plus,24/06/2020,"2,524,264"
NJ,65_plus,25/02/2020,"2,801,930"
NJ,65_plus,04/05/2020,"2,233,665"
WI,55_64,30/06/2020,"1,684,869"
UT,35_44,10/02/2020,"982,174"
CA,25_34,30/08/2020,"16,882,029"
WV,45_54,27/02/2020,"704,543"
WV,45_54,17/04/2020,"637,429"
ID,45_54,29/08/2020,"748,484"
GA,25_34,23/06/2020,"3,880,367"
WA,45_54,29/06/2020,"2,485,514"
OR,35_44,06/09/2020,"1,670,656"
MO,55_64,11/04/2020,"1,491,443"
TN,65_plus,16/03/2020,"2,102,597"
TN,65_plus,07/03/2020,"2,537,452"
TN,65_plus,12/03/2020,"2,348,921"
TN,55_64,18/03/2020,"1,980,866"
VA,18_24,31/08/2020,"2,595,365"
VA,35_44,01/03/2020,"3,598,186"
TX,55_64,11/07/2020,"6,657,364"
NV,25_34,17/02/2020,"2,098,815"
KS,25_34,06/09/2020,"1,115,698"
CA,65_plus,11/05/2020,"8,979,738"
VT,65_plus,06/07/2020,"229,676"
VT,65_plus,24/03/2020,"198,290"
MN,35_44,23/03/2020,"1,351,383"
MN,35_44,13/04/2020,"1,311,538"
MN,35_44,27/04/2020,"1,498,017"
SD,35_44,21/06/2020,"285,347"
NY,25_34,12/04/2020,"5,280,745"
VA,18_24,07/07/2020,"2,199,522"
WA,25_34,21/02/2020,"3,109,781"
WA,25_34,07/03/2020,"3,010,222"
WA,25_34,27/03/2020,"2,029,737"
NE,45_54,22/07/2020,"743,488"
MI,45_54,02/03/2020,"3,974,479"
CT,18_24,30/05/2020,"814,172"
CT,18_24,24/05/2020,"842,883"
NJ,25_34,16/06/2020,"3,036,439"
PA,55_64,24/08/2020,"4,287,312"
AL,45_54,15/08/2020,"2,182,905"
MS,25_34,25/08/2020,"1,162,909"
KY,45_54,05/08/2020,"1,939,875"
OR,55_64,31/05/2020,"1,136,877"
LA,35_44,02/07/2020,"1,750,522"
NJ,65_plus,25/05/2020,"1,985,335"
MA,45_54,16/05/2020,"2,483,533"
GA,25_34,12/07/2020,"3,859,143"
GA,18_24,13/07/2020,"2,663,506"
TN,55_64,20/03/2020,"1,980,958"
AL,35_44,29/03/2020,"1,321,605"
MI,45_54,15/04/2020,"2,846,371"
MO,35_44,24/03/2020,"1,589,469"
NH,35_44,05/07/2020,"592,092"
OH,45_54,19/04/2020,"3,351,432"
TN,18_24,04/08/2020,"1,927,027"
SC,45_54,12/03/2020,"2,237,263"
MA,18_24,27/07/2020,"1,760,355"
ID,55_64,04/05/2020,"469,639"
SC,65_plus,02/06/2020,"1,813,812"
CT,35_44,15/02/2020,"1,550,807"
FL,55_64,25/05/2020,"5,064,351"
OR,35_44,23/06/2020,"1,403,674"
IN,55_64,06/02/2020,"1,879,985"
RI,25_34,04/09/2020,"488,808"
AZ,45_54,10/08/2020,"2,364,120"
MI,65_plus,14/03/2020,"3,035,604"
IA,45_54,24/09/2020,"171,371"
WV,45_54,18/07/2020,"751,000"
OR,35_44,10/05/2020,"1,222,860"
GA,25_34,03/06/2020,"4,048,537"
NJ,55_64,31/07/2020,"2,778,187"
MI,55_64,22/04/2020,"2,205,734"
AZ,45_54,03/06/2020,"2,407,012"
CT,45_54,07/07/2020,"1,484,831"
PA,65_plus,05/08/2020,"4,849,857"
NH,35_44,29/04/2020,"422,686"
MS,45_54,30/06/2020,"1,164,082"
MT,35_44,29/07/2020,"383,723"
MA,45_54,20/02/2020,"3,053,388"
NE,55_64,03/02/2020,"475,335"
ME,45_54,27/08/2020,"824,823"
KY,65_plus,06/08/2020,"1,545,863"
DC,35_44,01/03/2020,"429,149"
NE,18_24,24/08/2020,"643,253"
VA,65_plus,18/05/2020,"2,009,131"
VA,65_plus,12/06/2020,"2,460,180"
ID,25_34,06/08/2020,"721,541"
VT,25_34,10/09/2020,"229,835"
GA,65_plus,13/02/2020,"3,272,656"
AZ,45_54,27/02/2020,"3,052,323"
CO,25_34,11/04/2020,"1,667,392"
SD,55_64,09/09/2020,"356,840"
TN,25_34,01/02/2020,"2,315,337"
RI,45_54,04/04/2020,"340,677"
IA,35_44,01/09/2020,"1,171,797"
IN,55_64,20/05/2020,"1,764,786"
CO,55_64,17/03/2020,"1,403,113"
GA,25_34,26/03/2020,"3,387,527"
MN,25_34,02/03/2020,"1,808,913"
MD,55_64,20/09/2020,"1,947,199"
GA,65_plus,22/05/2020,"2,654,150"
HI,45_54,10/08/2020,"668,765"
MD,55_64,15/06/2020,"1,669,816"
ME,35_44,14/04/2020,"355,651"
UT,55_64,18/04/2020,"566,947"
SD,45_54,25/08/2020,"424,349"
MS,18_24,04/09/2020,"1,160,229"
RI,35_44,26/06/2020,"431,385"
OR,65_plus,16/04/2020,"1,159,049"
KY,55_64,02/04/2020,"1,122,586"
MO,65_plus,06/07/2020,"1,808,367"
KS,45_54,09/07/2020,"1,116,851"
NM,55_64,28/03/2020,"454,798"
NV,55_64,02/09/2020,"1,132,189"
GA,18_24,01/04/2020,"2,293,585"
DC,25_34,18/08/2020,"421,834"
NM,65_plus,30/05/2020,"585,632"
MN,18_24,14/05/2020,"1,142,902"
MN,18_24,13/06/2020,"1,411,766"
CA,65_plus,25/08/2020,"10,781,708"
UT,55_64,25/06/2020,"702,676"
KY,55_64,14/09/2020,"1,515,681"
KY,55_64,14/07/2020,"1,395,777"
NJ,55_64,23/05/2020,"2,296,250"
NH,45_54,04/09/2020,"883,856"
WV,55_64,02/02/2020,"568,330"
DE,25_34,31/07/2020,"433,192"
ND,35_44,14/06/2020,"188,114"
ND,35_44,17/08/2020,"249,232"
DE,35_44,14/09/2020,"407,814"
MT,65_plus,12/02/2020,"350,881"
OK,55_64,02/09/2020,"1,291,967"
ND,65_plus,23/06/2020,"280,793"
IA,55_64,23/08/2020,"975,824"
MS,25_34,11/04/2020,"964,790"
AK,45_54,28/07/2020,"312,401"
CO,18_24,30/08/2020,"1,552,092"
VT,45_54,30/04/2020,"194,462"
DC,35_44,17/06/2020,"266,303"
SD,25_34,31/07/2020,"395,735"
RI,45_54,29/02/2020,"538,110"
KS,18_24,11/09/2020,"1,018,101"
AL,25_34,11/09/2020,"2,191,331"
AL,25_34,04/09/2020,"2,279,643"
MS,55_64,19/06/2020,"1,077,899"
OR,18_24,25/04/2020,"805,628"
