State,State_Abbr,Status,date
Hawaii,HI,Partial closure in effect,2021-01-08
Idaho,ID,No order in effect,2021-01-08
Illinois,IL,No order in effect,2021-01-08
Indiana,IN,No order in effect,2021-01-08
Iowa,IA,Ordered open,2021-01-08
Kansas,KS,No order in effect,2021-01-08
Kentucky,KY,No order in effect,2021-01-08
Louisiana,LA,No order in effect,2021-01-08
Maine,ME,No order in effect,2021-01-08
Maryland,MD,No order in effect,2021-01-08
Massachusetts,MA,No order in effect,2021-01-08
Michigan,MI,No order in effect,2021-01-08
Minnesota,MN,No order in effect,2021-01-08
Mississippi,MS,No order in effect,2021-01-08
Missouri,MO,No order in effect,2021-01-08
Montana,MT,No order in effect,2021-01-08
Nebraska,NE,No order in effect,2021-01-08
Nevada,NV,No order in effect,2021-01-08
New Hampshire,NH,No order in effect,2021-01-08
New Jersey,NJ,No order in effect,2021-01-08
New Mexico,NM,Full closure in effect,2021-01-08
New York,NY,No order in effect,2021-01-08
North Carolina,NC,Partial closure in effect,2021-01-08
North Dakota,ND,No order in effect,2021-01-08
Ohio,OH,No order in effect,2021-01-08
Oklahoma,OK,No order in effect,2021-01-08
Oregon,OR,No order in effect,2021-01-08
Pennsylvania,PA,No order in effect,2021-01-08
Puerto Rico,PR,Full closure in effect,2021-01-08
Rhode Island,RI,Partial closure in effect,2021-01-08
South Carolina,SC,No order in effect,2021-01-08
South Dakota,SD,No order in effect,2021-01-08
Tennessee,TN,No order in effect,2021-01-08
Texas,TX,Ordered open,2021-01-08
Utah,UT,No order in effect,2021-01-08
Vermont,VT,No order in effect,2021-01-08
Virginia,VA,No order in effect,2021-01-08
Washington,WA,No order in effect,2021-01-08
West Virginia,WV,Full closure in effect,2021-01-08
Wisconsin,WI,No order in effect,2021-01-08
Wyoming,WY,No order in effect,2021-01-08
