"","school","cumulative_students","date","start","number_students","type","loc"
"4015","IMAGINE SCHOOL AT NORTH PORT",9,"2020-12-05","2020-09-06",1186,"Public","FL"
"4016","IMAGINE SCHOOL AT PALMER RANCH",2,"2020-11-21","2020-09-06",502,"Public","FL"
"4017","IMAGINE SCHOOL AT PALMER RANCH",3,"2020-12-05","2020-09-06",502,"Public","FL"
"4018","IMAGINE SCHOOL AT TOWN CENTER",0,"2020-10-24","2020-09-06",887,"Public","FL"
"4019","IMAGINE SCHOOL AT TOWN CENTER",0,"2020-11-21","2020-09-06",887,"Public","FL"
"4020","IMAGINE SCHOOL AT TOWN CENTER",6,"2020-12-05","2020-09-06",887,"Public","FL"
"4021","IMAGINE SCHOOLS AT BROWARD",1,"2020-12-05","2020-09-06",838,"Public","FL"
"4022","IMAGINE SCHOOLS AT WEST MELBOURNE",1,"2020-10-24","2020-09-06",438,"Public","FL"
"4023","IMAGINE SCHOOLS AT WEST MELBOURNE",5,"2020-11-21","2020-09-06",438,"Public","FL"
"4024","IMAGINE SCHOOLS AT WEST MELBOURNE",10,"2020-12-05","2020-09-06",438,"Public","FL"
"4025","IMAGINE SCHOOLS CHANCELLOR CAMPUS",3,"2020-11-21","2020-09-06",1034,"Public","FL"
"4026","IMAGINE SCHOOLS CHANCELLOR CAMPUS",5,"2020-12-05","2020-09-06",1034,"Public","FL"
"4027","IMATER ACADEMY",1,"2020-11-21","2020-09-06",670,"Public","FL"
"4028","IMATER ACADEMY",1,"2020-12-05","2020-09-06",670,"Public","FL"
"4029","IMATER ACADEMY MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",840,"Public","FL"
"4030","IMATER ACADEMY MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",840,"Public","FL"
"4031","IMATER PREPARATORY ACADEMY HIGH SCHOOL",1,"2020-12-05","2020-09-06",922,"Public","FL"
"4032","IMG ACADEMY",1,"2020-10-24","2020-09-06",949,"Private","FL"
"4033","IMG ACADEMY",9,"2020-11-21","2020-09-06",949,"Private","FL"
"4034","IMG ACADEMY",21,"2020-12-05","2020-09-06",949,"Private","FL"
"4035","IMMACULATA-LA SALLE HIGH SCHOOL",3,"2020-10-24","2020-09-06",870,"Private","FL"
"4036","IMMACULATA-LA SALLE HIGH SCHOOL",14,"2020-11-21","2020-09-06",870,"Private","FL"
"4037","IMMACULATA-LA SALLE HIGH SCHOOL",15,"2020-12-05","2020-09-06",870,"Private","FL"
"4038","IMMANUEL LUTHERAN SCHOOL",1,"2020-11-21","2020-09-06",166,"Private","FL"
"4039","IMMANUEL LUTHERAN SCHOOL",1,"2020-12-05","2020-09-06",166,"Private","FL"
"4040","IMMOKALEE HIGH SCHOOL",6,"2020-10-24","2020-09-06",1756,"Public","FL"
"4041","IMMOKALEE HIGH SCHOOL",0,"2020-10-24","2020-09-06",1756,"Public","FL"
"4042","IMMOKALEE HIGH SCHOOL",7,"2020-11-21","2020-09-06",1756,"Public","FL"
"4043","IMMOKALEE HIGH SCHOOL",15,"2020-12-05","2020-09-06",1756,"Public","FL"
"4044","IMMOKALEE MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1617,"Public","FL"
"4045","IMMOKALEE MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1617,"Public","FL"
"4046","IMMOKALEE MIDDLE SCHOOL",11,"2020-12-05","2020-09-06",1617,"Public","FL"
"4047","IMMOKALEE TECHNICAL COLLEGE",2,"2020-10-24","2020-09-06",0,"Public","FL"
"4048","IMMOKALEE TECHNICAL COLLEGE",3,"2020-11-21","2020-09-06",0,"Public","FL"
"4049","IMMOKALEE TECHNICAL COLLEGE",1,"2020-11-21","2020-09-06",0,"Public","FL"
"4050","IMMOKALEE TECHNICAL COLLEGE",3,"2020-12-05","2020-09-06",0,"Public","FL"
"4051","IMMOKALEE TECHNICAL COLLEGE",1,"2020-12-05","2020-09-06",0,"Public","FL"
"4052","IMPERIAL ESTATES ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",639,"Public","FL"
"4053","IMPERIAL ESTATES ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",639,"Public","FL"
"4054","IMPERIAL ESTATES ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",639,"Public","FL"
"4055","INCARNATION CATHOLIC SCHOOL",2,"2020-11-21","2020-09-06",104,"Private","FL"
"4056","INCARNATION CATHOLIC SCHOOL",3,"2020-12-05","2020-09-06",104,"Private","FL"
"4057","INDEPENDENCE ACADEMY",3,"2020-10-24","2020-09-06",937,"Public","FL"
"4058","INDEPENDENCE ACADEMY",3,"2020-11-21","2020-09-06",937,"Public","FL"
"4059","INDEPENDENCE ACADEMY",8,"2020-12-05","2020-09-06",937,"Public","FL"
"4060","INDEPENDENCE ELEMENTARY",3,"2020-10-24","2020-09-06",1308,"Public","FL"
"4061","INDEPENDENCE ELEMENTARY",4,"2020-11-21","2020-09-06",1308,"Public","FL"
"4062","INDEPENDENCE ELEMENTARY",5,"2020-12-05","2020-09-06",1308,"Public","FL"
"4063","INDEPENDENCE MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",1378,"Public","FL"
"4064","INDEPENDENCE MIDDLE SCHOOL",3,"2020-12-05","2020-09-06",1378,"Public","FL"
"4065","INDIALANTIC ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",740,"Public","FL"
"4066","INDIALANTIC ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",740,"Public","FL"
"4067","INDIALANTIC ELEMENTARY SCHOOL",5,"2020-12-05","2020-09-06",740,"Public","FL"
"4068","INDIAN PINES ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",640,"Public","FL"
"4069","INDIAN PINES ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",640,"Public","FL"
"4070","INDIAN RIDGE MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",1985,"Public","FL"
"4071","INDIAN RIDGE MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1985,"Public","FL"
"4072","INDIAN RIDGE MIDDLE SCHOOL",4,"2020-12-05","2020-09-06",1985,"Public","FL"
"4073","INDIAN RIDGE SCHOOL",0,"2020-11-21","2020-09-06",102,"Public","FL"
"4074","INDIAN RIDGE SCHOOL",1,"2020-12-05","2020-09-06",102,"Public","FL"
"4075","INDIAN RIVER ACADEMY",1,"2020-10-24","2020-09-06",432,"Public","FL"
"4076","INDIAN RIVER ACADEMY",1,"2020-11-21","2020-09-06",432,"Public","FL"
"4077","INDIAN RIVER ACADEMY",2,"2020-12-05","2020-09-06",432,"Public","FL"
"4078","INDIAN RIVER CHARTER HIGH SCHOOL",1,"2020-10-24","2020-09-06",687,"Public","FL"
"4079","INDIAN RIVER CHARTER HIGH SCHOOL",1,"2020-11-21","2020-09-06",687,"Public","FL"
"4080","INDIAN RIVER CHARTER HIGH SCHOOL",1,"2020-12-05","2020-09-06",687,"Public","FL"
"4081","INDIAN RIVER ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",609,"Public","FL"
"4082","INDIAN RIVER ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",609,"Public","FL"
"4083","INDIAN RIVER ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",609,"Public","FL"
"4084","INDIAN TRACE ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",716,"Public","FL"
"4085","INDIAN TRACE ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",716,"Public","FL"
"4086","INDIAN TRAILS MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1248,"Public","FL"
"4087","INDIAN TRAILS MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",927,"Public","FL"
"4088","INDIAN TRAILS MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1248,"Public","FL"
"4089","INDIAN TRAILS MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",927,"Public","FL"
"4090","INDIAN TRAILS MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1248,"Public","FL"
"4091","INDIAN TRAILS MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",927,"Public","FL"
"4092","INDIAN TRAILS MIDDLE SCHOOL",12,"2020-11-21","2020-09-06",1248,"Public","FL"
"4093","INDIAN TRAILS MIDDLE SCHOOL",12,"2020-11-21","2020-09-06",927,"Public","FL"
"4094","INDIAN TRAILS MIDDLE SCHOOL",8,"2020-12-05","2020-09-06",1248,"Public","FL"
"4095","INDIAN TRAILS MIDDLE SCHOOL",8,"2020-12-05","2020-09-06",927,"Public","FL"
"4096","INDIAN TRAILS MIDDLE SCHOOL",18,"2020-12-05","2020-09-06",1248,"Public","FL"
"4097","INDIAN TRAILS MIDDLE SCHOOL",18,"2020-12-05","2020-09-06",927,"Public","FL"
"4098","INDIANTOWN MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",632,"Public","FL"
"4099","INDIANTOWN MIDDLE SCHOOL",0,"2020-11-21","2020-09-06",632,"Public","FL"
"4100","INDIANTOWN MIDDLE SCHOOL",1,"2020-12-05","2020-09-06",632,"Public","FL"
"4101","INLET GROVE COMMUNITY HIGH SCHOOL",1,"2020-12-05","2020-09-06",750,"Public","FL"
"4102","INNOVATION CHARTER SCHOOL",1,"2020-11-21","2020-09-06",448,"Public","FL"
"4103","INNOVATION CHARTER SCHOOL",1,"2020-12-05","2020-09-06",448,"Public","FL"
"4104","INNOVATION MIDDLE",1,"2020-10-24","2020-09-06",1206,"Public","FL"
"4105","INNOVATION MIDDLE",6,"2020-11-21","2020-09-06",1206,"Public","FL"
"4106","INNOVATION MIDDLE",9,"2020-12-05","2020-09-06",1206,"Public","FL"
"4107","INNOVATION MONTESSORI OCOEE",1,"2020-10-24","2020-09-06",606,"Public","FL"
"4108","INNOVATION MONTESSORI OCOEE",1,"2020-11-21","2020-09-06",606,"Public","FL"
"4109","INNOVATION MONTESSORI OCOEE",3,"2020-12-05","2020-09-06",606,"Public","FL"
"4110","INNOVATIONS MIDDLE CHARTER",2,"2020-12-05","2020-09-06",185,"Public","FL"
"4111","INSPIRATION ACADEMY",4,"2020-10-24","2020-09-06",108,"Private","FL"
"4112","INSPIRATION ACADEMY",4,"2020-11-21","2020-09-06",108,"Private","FL"
"4113","INSPIRATION ACADEMY",5,"2020-12-05","2020-09-06",108,"Private","FL"
"4114","INTEGRITY TABERNACLE CHRISTIAN ACADEMY",1,"2020-12-05","2020-09-06",77,"Private","FL"
"4115","INTERLACHEN ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",816,"Public","FL"
"4116","INTERLACHEN ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",816,"Public","FL"
"4117","INTERLACHEN ELEMENTARY SCHOOL",5,"2020-12-05","2020-09-06",816,"Public","FL"
"4118","INTERLACHEN HIGH SCHOOL",7,"2020-10-24","2020-09-06",711,"Public","FL"
"4119","INTERLACHEN HIGH SCHOOL",10,"2020-11-21","2020-09-06",711,"Public","FL"
"4120","INTERLACHEN HIGH SCHOOL",20,"2020-12-05","2020-09-06",711,"Public","FL"
"4121","INTERNATIONAL BILINGUAL MONTESSORI SCHOOL",0,"2020-10-24","2020-09-06",10,"Private","FL"
"4122","INTERNATIONAL BILINGUAL MONTESSORI SCHOOL",0,"2020-11-21","2020-09-06",10,"Private","FL"
"4123","INTERNATIONAL BILINGUAL MONTESSORI SCHOOL",1,"2020-12-05","2020-09-06",10,"Private","FL"
"4124","INTERNATIONAL COMMUNITY SCHOOL",1,"2020-10-24","2020-09-06",417,"Private","FL"
"4125","INTERNATIONAL COMMUNITY SCHOOL",1,"2020-10-24","2020-09-06",417,"Private","FL"
"4126","INTERNATIONAL COMMUNITY SCHOOL",2,"2020-11-21","2020-09-06",417,"Private","FL"
"4127","INTERNATIONAL COMMUNITY SCHOOL",2,"2020-11-21","2020-09-06",417,"Private","FL"
"4128","INTERNATIONAL COMMUNITY SCHOOL",2,"2020-12-05","2020-09-06",417,"Private","FL"
"4129","INTERNATIONAL COMMUNITY SCHOOL",2,"2020-12-05","2020-09-06",417,"Private","FL"
"4130","INTERNATIONAL STUDIES CHARTER HIGH SCHOOL",1,"2020-12-05","2020-09-06",401,"Public","FL"
"4131","INTERNATIONAL STUDIES PREPARATORY ACADEMY",1,"2020-11-21","2020-09-06",362,"Public","FL"
"4132","INTERNATIONAL STUDIES PREPARATORY ACADEMY",1,"2020-12-05","2020-09-06",362,"Public","FL"
"4133","INVERNESS CHRISTIAN ACADEMY",1,"2020-10-24","2020-09-06",210,"Private","FL"
"4134","INVERNESS CHRISTIAN ACADEMY",2,"2020-11-21","2020-09-06",210,"Private","FL"
"4135","INVERNESS CHRISTIAN ACADEMY",2,"2020-12-05","2020-09-06",210,"Private","FL"
"4136","INVERNESS MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1064,"Public","FL"
"4137","INVERNESS MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1064,"Public","FL"
"4138","INVERNESS MIDDLE SCHOOL",6,"2020-12-05","2020-09-06",1064,"Public","FL"
"4139","INVERNESS PRIMARY SCHOOL",0,"2020-11-21","2020-09-06",652,"Public","FL"
"4140","INVERNESS PRIMARY SCHOOL",2,"2020-12-05","2020-09-06",652,"Public","FL"
"4141","INWOOD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",410,"Public","FL"
"4142","INWOOD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",410,"Public","FL"
"4143","INWOOD ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",410,"Public","FL"
"4144","IRVING & BEATRICE PESKOE K-8 CENTER",1,"2020-11-21","2020-09-06",900,"Public","FL"
"4145","IRVING & BEATRICE PESKOE K-8 CENTER",5,"2020-12-05","2020-09-06",900,"Public","FL"
"4146","ISLAND COAST HIGH SCHOOL",3,"2020-10-24","2020-09-06",1693,"Public","FL"
"4147","ISLAND COAST HIGH SCHOOL",7,"2020-11-21","2020-09-06",1693,"Public","FL"
"4148","ISLAND COAST HIGH SCHOOL",12,"2020-12-05","2020-09-06",1693,"Public","FL"
"4149","ISLAND PARK HIGH SCHOOL",0,"2020-10-24","2020-09-06",336,"Public","FL"
"4150","ISLAND PARK HIGH SCHOOL",0,"2020-11-21","2020-09-06",336,"Public","FL"
"4151","ISLAND PARK HIGH SCHOOL",1,"2020-12-05","2020-09-06",336,"Public","FL"
"4152","ISLAND PREP",0,"2020-10-24","2020-09-06",54,"Private","FL"
"4153","ISLAND PREP",0,"2020-11-21","2020-09-06",54,"Private","FL"
"4154","ISLAND PREP",1,"2020-12-05","2020-09-06",54,"Private","FL"
"4155","ISLAND VILLAGE MONTESSORI SCHOOL",3,"2020-10-24","2020-09-06",662,"Public","FL"
"4156","ISLAND VILLAGE MONTESSORI SCHOOL",4,"2020-11-21","2020-09-06",662,"Public","FL"
"4157","ISLAND VILLAGE MONTESSORI SCHOOL",4,"2020-12-05","2020-09-06",662,"Public","FL"
"4158","IVEY LANE ELEMENTARY",0,"2020-11-21","2020-09-06",383,"Public","FL"
"4159","IVEY LANE ELEMENTARY",2,"2020-12-05","2020-09-06",383,"Public","FL"
"4160","IVY HAWN CHARTER SCHOOL OF THE ARTS",1,"2020-10-24","2020-09-06",948,"Public","FL"
"4161","IVY HAWN CHARTER SCHOOL OF THE ARTS",3,"2020-11-21","2020-09-06",948,"Public","FL"
"4162","IVY HAWN CHARTER SCHOOL OF THE ARTS",6,"2020-12-05","2020-09-06",948,"Public","FL"
"4163","J FRANKLYN KELLER INTERMEDIATE SCHOOL",4,"2020-10-24","2020-09-06",769,"Public","FL"
"4164","J FRANKLYN KELLER INTERMEDIATE SCHOOL",4,"2020-11-21","2020-09-06",769,"Public","FL"
"4165","J FRANKLYN KELLER INTERMEDIATE SCHOOL",10,"2020-12-05","2020-09-06",769,"Public","FL"
"4166","J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD",0,"2020-10-24","2020-09-06",765,"Public","FL"
"4167","J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD",1,"2020-11-21","2020-09-06",765,"Public","FL"
"4168","J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD",4,"2020-12-05","2020-09-06",765,"Public","FL"
"4169","J. ALLEN AXSON ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",590,"Public","FL"
"4170","J. ALLEN AXSON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",590,"Public","FL"
"4171","J. ALLEN AXSON ELEMENTARY SCHOOL",5,"2020-12-05","2020-09-06",590,"Public","FL"
"4172","J. C. MITCHELL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",951,"Public","FL"
"4173","J. C. MITCHELL ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",951,"Public","FL"
"4174","J. C. MITCHELL ELEMENTARY SCHOOL",5,"2020-12-05","2020-09-06",951,"Public","FL"
"4175","J. COLIN ENGLISH ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",442,"Public","FL"
"4176","J. COLIN ENGLISH ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",442,"Public","FL"
"4177","J. COLIN ENGLISH ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",442,"Public","FL"
"4178","J. D. PARKER SCHOOL OF TECHNOLOGY",1,"2020-10-24","2020-09-06",636,"Public","FL"
"4179","J. D. PARKER SCHOOL OF TECHNOLOGY",3,"2020-11-21","2020-09-06",636,"Public","FL"
"4180","J. D. PARKER SCHOOL OF TECHNOLOGY",4,"2020-12-05","2020-09-06",636,"Public","FL"
"4181","J. E. B. STUART MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",692,"Public","FL"
"4182","J. E. B. STUART MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",692,"Public","FL"
"4183","J. E. B. STUART MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",692,"Public","FL"
"4184","J. H. WORKMAN MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",978,"Public","FL"
"4185","J. H. WORKMAN MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",978,"Public","FL"
"4186","J. H. WORKMAN MIDDLE SCHOOL",5,"2020-12-05","2020-09-06",978,"Public","FL"
"4187","J. M. TATE SENIOR HIGH SCHOOL",1,"2020-10-24","2020-09-06",2175,"Public","FL"
"4188","J. M. TATE SENIOR HIGH SCHOOL",7,"2020-11-21","2020-09-06",2175,"Public","FL"
"4189","J. M. TATE SENIOR HIGH SCHOOL",9,"2020-12-05","2020-09-06",2175,"Public","FL"
"4190","J. P. TARAVELLA HIGH SCHOOL",5,"2020-11-21","2020-09-06",3107,"Public","FL"
"4191","J. P. TARAVELLA HIGH SCHOOL",9,"2020-12-05","2020-09-06",3107,"Public","FL"
"4192","J.L. WILKINSON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",802,"Public","FL"
"4193","J.L. WILKINSON ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",802,"Public","FL"
"4194","J.R. ARNOLD HIGH SCHOOL",13,"2020-10-24","2020-09-06",1674,"Public","FL"
"4195","J.R. ARNOLD HIGH SCHOOL",30,"2020-11-21","2020-09-06",1674,"Public","FL"
"4196","J.R. ARNOLD HIGH SCHOOL",36,"2020-12-05","2020-09-06",1674,"Public","FL"
"4197","JACK DAVID GORDON ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",979,"Public","FL"
"4198","JACK DAVID GORDON ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",979,"Public","FL"
"4199","JACK DAVID GORDON ELEMENTARY SCHOOL",8,"2020-12-05","2020-09-06",979,"Public","FL"
"4200","JACK DAVID GORDON ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",979,"Public","FL"
"4201","JACKIE HARRIS PREPARATORY ACADEMY",2,"2020-11-21","2020-09-06",232,"Public","FL"
"4202","JACKIE HARRIS PREPARATORY ACADEMY",4,"2020-12-05","2020-09-06",232,"Public","FL"
"4203","JACKSON ALTERNATIVE SCHOOL",1,"2020-10-24","2020-09-06",79,"Public","FL"
"4204","JACKSON ALTERNATIVE SCHOOL",1,"2020-11-21","2020-09-06",79,"Public","FL"
"4205","JACKSON ALTERNATIVE SCHOOL",4,"2020-12-05","2020-09-06",79,"Public","FL"
"4206","JACKSON COUNTY EARLY CHILDHOOD CENTER",0,"2020-11-21","2020-09-06",198,"Public","FL"
"4207","JACKSON COUNTY EARLY CHILDHOOD CENTER",1,"2020-12-05","2020-09-06",198,"Public","FL"
"4208","JACKSON ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",523,"Public","FL"
"4209","JACKSON ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",523,"Public","FL"
"4210","JACKSON ELEMENTARY SCHOOL",5,"2020-12-05","2020-09-06",523,"Public","FL"
"4211","JACKSON HEIGHTS MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1406,"Public","FL"
"4212","JACKSON HEIGHTS MIDDLE SCHOOL",8,"2020-11-21","2020-09-06",1406,"Public","FL"
"4213","JACKSON HEIGHTS MIDDLE SCHOOL",14,"2020-12-05","2020-09-06",1406,"Public","FL"
"4214","JACKSONVILLE BEACH ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",591,"Public","FL"
"4215","JACKSONVILLE BEACH ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",591,"Public","FL"
"4216","JACKSONVILLE COUNTRY DAY SCHOOL",1,"2020-12-05","2020-09-06",367,"Private","FL"
"4217","JAMES A. LONG ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",671,"Public","FL"
"4218","JAMES A. LONG ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",671,"Public","FL"
"4219","JAMES A. LONG ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",671,"Public","FL"
"4220","JAMES A. SHANKS MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",677,"Public","FL"
"4221","JAMES A. SHANKS MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",677,"Public","FL"
"4222","JAMES A. SHANKS MIDDLE SCHOOL",6,"2020-12-05","2020-09-06",677,"Public","FL"
"4223","JAMES E PLEW ELEMENTARY SCHOOL",5,"2020-10-24","2020-09-06",792,"Public","FL"
"4224","JAMES E PLEW ELEMENTARY SCHOOL",8,"2020-11-21","2020-09-06",792,"Public","FL"
"4225","JAMES E PLEW ELEMENTARY SCHOOL",11,"2020-12-05","2020-09-06",792,"Public","FL"
"4226","JAMES E. STEPHENS ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",426,"Public","FL"
"4227","JAMES E. STEPHENS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",426,"Public","FL"
"4228","JAMES E. STEPHENS ELEMENTARY SCHOOL",6,"2020-12-05","2020-09-06",426,"Public","FL"
"4229","JAMES ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",650,"Public","FL"
"4230","JAMES ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",650,"Public","FL"
"4231","JAMES ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",650,"Public","FL"
"4232","JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY",0,"2020-11-21","2020-09-06",575,"Public","FL"
"4233","JAMES IRVIN EDUCATION CENTER",0,"2020-10-24","2020-09-06",72,"Public","FL"
"4234","JAMES IRVIN EDUCATION CENTER",0,"2020-11-21","2020-09-06",72,"Public","FL"
"4235","JAMES IRVIN EDUCATION CENTER",1,"2020-12-05","2020-09-06",72,"Public","FL"
"4236","JAMES M. ANDERSON ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",542,"Public","FL"
"4237","JAMES M. ANDERSON ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",542,"Public","FL"
"4238","JAMES M. ANDERSON ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",542,"Public","FL"
"4239","JAMES M. MARLOWE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",495,"Public","FL"
"4240","JAMES M. MARLOWE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",495,"Public","FL"
"4241","JAMES MADISON MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",495,"Public","FL"
"4242","JAMES MADISON MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",495,"Public","FL"
"4243","JAMES MADISON MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",495,"Public","FL"
"4244","JAMES MADISON PREPARATORY HIGH SCHOOL",1,"2020-10-24","2020-09-06",189,"Public","FL"
"4245","JAMES MADISON PREPARATORY HIGH SCHOOL",4,"2020-11-21","2020-09-06",189,"Public","FL"
"4246","JAMES MADISON PREPARATORY HIGH SCHOOL",6,"2020-12-05","2020-09-06",189,"Public","FL"
"4247","JAMES RICKARDS HIGH SCHOOL",2,"2020-10-24","2020-09-06",1495,"Public","FL"
"4248","JAMES RICKARDS HIGH SCHOOL",4,"2020-11-21","2020-09-06",1495,"Public","FL"
"4249","JAMES RICKARDS HIGH SCHOOL",8,"2020-12-05","2020-09-06",1495,"Public","FL"
"4250","JAMES S. HUNT ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",627,"Public","FL"
"4251","JAMES S. HUNT ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",627,"Public","FL"
"4252","JAMES S. RICKARDS MIDDLE SCHOOL",0,"2020-11-21","2020-09-06",888,"Public","FL"
"4253","JAMES S. RICKARDS MIDDLE SCHOOL",4,"2020-12-05","2020-09-06",888,"Public","FL"
"4254","JAMES STEPHENS INTERNATIONAL ACADEMY",2,"2020-11-21","2020-09-06",472,"Public","FL"
"4255","JAMES STEPHENS INTERNATIONAL ACADEMY",4,"2020-12-05","2020-09-06",472,"Public","FL"
"4256","JAMES W. MITCHELL HIGH SCHOOL",3,"2020-10-24","2020-09-06",2068,"Public","FL"
"4257","JAMES W. MITCHELL HIGH SCHOOL",9,"2020-11-21","2020-09-06",2068,"Public","FL"
"4258","JAMES W. MITCHELL HIGH SCHOOL",24,"2020-12-05","2020-09-06",2068,"Public","FL"
"4259","JAMES W. SIKES ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",837,"Public","FL"
"4260","JAMES W. SIKES ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",837,"Public","FL"
"4261","JAMES W. SIKES ELEMENTARY SCHOOL",9,"2020-12-05","2020-09-06",837,"Public","FL"
"4262","JAMES WELDON JOHNSON COLLEGE PREPARTORY MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",969,"Public","FL"
"4263","JANE S. ROBERTS K-8 CENTER",1,"2020-11-21","2020-09-06",811,"Public","FL"
"4264","JANE S. ROBERTS K-8 CENTER",2,"2020-12-05","2020-09-06",811,"Public","FL"
"4265","JAY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",513,"Public","FL"
"4266","JAY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",513,"Public","FL"
"4267","JAY ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",513,"Public","FL"
"4268","JAY HIGH SCHOOL",3,"2020-12-05","2020-09-06",449,"Public","FL"
"4269","JEAN RIBAULT HIGH SCHOOL",3,"2020-11-21","2020-09-06",1383,"Public","FL"
"4270","JEAN RIBAULT HIGH SCHOOL",8,"2020-12-05","2020-09-06",1383,"Public","FL"
"4271","JEAN RIBAULT MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",777,"Public","FL"
"4272","JEAN RIBAULT MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",777,"Public","FL"
"4273","JEAN RIBAULT MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",777,"Public","FL"
