"","school","cumulative_students","date","start","number_students","type","loc"
"5421","MATER ACADEMY",3,"2020-11-21","2020-09-06",1171,"Public","FL"
"5422","MATER ACADEMY",7,"2020-11-21","2020-09-06",1171,"Public","FL"
"5423","MATER ACADEMY",2,"2020-11-21","2020-09-06",1171,"Public","FL"
"5424","MATER ACADEMY",3,"2020-12-05","2020-09-06",1171,"Public","FL"
"5425","MATER ACADEMY",12,"2020-12-05","2020-09-06",1171,"Public","FL"
"5426","MATER ACADEMY",2,"2020-12-05","2020-09-06",1171,"Public","FL"
"5427","MATER ACADEMY AT MOUNT SINAI",4,"2020-11-21","2020-09-06",152,"Public","FL"
"5428","MATER ACADEMY AT MOUNT SINAI",6,"2020-12-05","2020-09-06",152,"Public","FL"
"5429","MATER ACADEMY BAY ELEMENTARY",2,"2020-10-24","2020-09-06",649,"Public","FL"
"5430","MATER ACADEMY BAY ELEMENTARY",6,"2020-11-21","2020-09-06",649,"Public","FL"
"5431","MATER ACADEMY BAY ELEMENTARY",10,"2020-12-05","2020-09-06",649,"Public","FL"
"5432","MATER ACADEMY CHARTER HIGH",1,"2020-11-21","2020-09-06",1687,"Public","FL"
"5433","MATER ACADEMY CHARTER HIGH",3,"2020-12-05","2020-09-06",1687,"Public","FL"
"5434","MATER ACADEMY CHARTER MIDDLE",0,"2020-10-24","2020-09-06",1344,"Public","FL"
"5435","MATER ACADEMY CHARTER MIDDLE",1,"2020-11-21","2020-09-06",1344,"Public","FL"
"5436","MATER ACADEMY CHARTER MIDDLE",2,"2020-12-05","2020-09-06",1344,"Public","FL"
"5437","MATER ACADEMY EAST CHARTER",1,"2020-11-21","2020-09-06",487,"Public","FL"
"5438","MATER ACADEMY EAST CHARTER",2,"2020-12-05","2020-09-06",487,"Public","FL"
"5439","MATER ACADEMY EAST CHARTER HIGH SCHOOL",1,"2020-11-21","2020-09-06",204,"Public","FL"
"5440","MATER ACADEMY EAST CHARTER HIGH SCHOOL",1,"2020-12-05","2020-09-06",204,"Public","FL"
"5441","MATER ACADEMY LAKES HIGH SCHOOL",3,"2020-11-21","2020-09-06",1280,"Public","FL"
"5442","MATER ACADEMY LAKES HIGH SCHOOL",7,"2020-12-05","2020-09-06",1280,"Public","FL"
"5443","MATER ACADEMY LAKES MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",851,"Public","FL"
"5444","MATER ACADEMY LAKES MIDDLE SCHOOL",3,"2020-12-05","2020-09-06",851,"Public","FL"
"5445","MATER ACADEMY MIAMI BEACH",6,"2020-11-21","2020-09-06",563,"Public","FL"
"5446","MATER ACADEMY MIAMI BEACH",9,"2020-12-05","2020-09-06",563,"Public","FL"
"5447","MATER ACADEMY OF INTERNATIONAL STUDIES",2,"2020-11-21","2020-09-06",526,"Public","FL"
"5448","MATER ACADEMY OF INTERNATIONAL STUDIES",2,"2020-12-05","2020-09-06",526,"Public","FL"
"5449","MATER EAST ACADEMY MIDDLE SCHOOL",0,"2020-11-21","2020-09-06",139,"Public","FL"
"5450","MATER EAST ACADEMY MIDDLE SCHOOL",1,"2020-12-05","2020-09-06",139,"Public","FL"
"5451","MATER GARDENS ACADEMY",2,"2020-10-24","2020-09-06",607,"Public","FL"
"5452","MATER GARDENS ACADEMY",7,"2020-11-21","2020-09-06",607,"Public","FL"
"5453","MATER GARDENS ACADEMY",12,"2020-12-05","2020-09-06",607,"Public","FL"
"5454","MATER GROVE ACADEMY",4,"2020-11-21","2020-09-06",880,"Public","FL"
"5455","MATER GROVE ACADEMY",7,"2020-12-05","2020-09-06",880,"Public","FL"
"5456","MATER PALMS ACADEMY",2,"2020-11-21","2020-09-06",549,"Public","FL"
"5457","MATER PALMS ACADEMY",5,"2020-12-05","2020-09-06",549,"Public","FL"
"5458","MATTHEW W. GILBERT MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",402,"Public","FL"
"5459","MATTHEW W. GILBERT MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",402,"Public","FL"
"5460","MATTHEW W. GILBERT MIDDLE SCHOOL",11,"2020-12-05","2020-09-06",402,"Public","FL"
"5461","MATTIE V RUTHERFORD ALT ED CENTER",0,"2020-10-24","2020-09-06",65,"Public","FL"
"5462","MATTIE V RUTHERFORD ALT ED CENTER",1,"2020-11-21","2020-09-06",65,"Public","FL"
"5463","MATTIE V RUTHERFORD ALT ED CENTER",3,"2020-12-05","2020-09-06",65,"Public","FL"
"5464","MAUDE SAUNDERS ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",544,"Public","FL"
"5465","MAUDE SAUNDERS ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",544,"Public","FL"
"5466","MAUDE SAUNDERS ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",544,"Public","FL"
"5467","MAX BRUNER JUNIOR MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",801,"Public","FL"
"5468","MAX BRUNER JUNIOR MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",801,"Public","FL"
"5469","MAX BRUNER JUNIOR MIDDLE SCHOOL",16,"2020-12-05","2020-09-06",801,"Public","FL"
"5470","MAXIMO ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",517,"Public","FL"
"5471","MAXIMO ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",517,"Public","FL"
"5472","MAY SANDS MONTESSORI SCHOOL",1,"2020-11-21","2020-09-06",129,"Public","FL"
"5473","MAY SANDS MONTESSORI SCHOOL",1,"2020-12-05","2020-09-06",129,"Public","FL"
"5474","MAYA ANGELOU ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",712,"Public","FL"
"5475","MAYA ANGELOU ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",712,"Public","FL"
"5476","MAYA ANGELOU ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",712,"Public","FL"
"5477","MAYNARD EVANS HIGH",1,"2020-10-24","2020-09-06",2513,"Public","FL"
"5478","MAYNARD EVANS HIGH",12,"2020-11-21","2020-09-06",2513,"Public","FL"
"5479","MAYNARD EVANS HIGH",15,"2020-12-05","2020-09-06",2513,"Public","FL"
"5480","MAYPORT ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",547,"Public","FL"
"5481","MAYPORT ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",547,"Public","FL"
"5482","MAYPORT ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",547,"Public","FL"
"5483","MAYPORT MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",814,"Public","FL"
"5484","MAYPORT MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",814,"Public","FL"
"5485","MAYPORT MIDDLE SCHOOL",5,"2020-12-05","2020-09-06",814,"Public","FL"
"5486","MCA ACADEMY",1,"2020-11-21","2020-09-06",67,"Private","FL"
"5487","MCA ACADEMY",1,"2020-12-05","2020-09-06",67,"Private","FL"
"5488","MCARTHUR HIGH SCHOOL",1,"2020-11-21","2020-09-06",2069,"Public","FL"
"5489","MCARTHUR HIGH SCHOOL",7,"2020-12-05","2020-09-06",2069,"Public","FL"
"5490","MCDONALD ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",538,"Public","FL"
"5491","MCDONALD ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",538,"Public","FL"
"5492","MCINTOSH AREA SCHOOL",1,"2020-12-05","2020-09-06",58,"Public","FL"
"5493","MCINTOSH MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",714,"Public","FL"
"5494","MCINTOSH MIDDLE SCHOOL",8,"2020-11-21","2020-09-06",714,"Public","FL"
"5495","MCINTOSH MIDDLE SCHOOL",9,"2020-12-05","2020-09-06",714,"Public","FL"
"5496","MCKEEL ACADEMY OF TECHNOLOGY",3,"2020-10-24","2020-09-06",1522,"Public","FL"
"5497","MCKEEL ACADEMY OF TECHNOLOGY",7,"2020-11-21","2020-09-06",1522,"Public","FL"
"5498","MCKEEL ACADEMY OF TECHNOLOGY",15,"2020-12-05","2020-09-06",1522,"Public","FL"
"5499","MCKEEL ELEMENTARY ACADEMY",1,"2020-10-24","2020-09-06",621,"Public","FL"
"5500","MCKEEL ELEMENTARY ACADEMY",4,"2020-11-21","2020-09-06",621,"Public","FL"
"5501","MCKEEL ELEMENTARY ACADEMY",5,"2020-12-05","2020-09-06",621,"Public","FL"
"5502","MCKITRICK ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",919,"Public","FL"
"5503","MCKITRICK ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",919,"Public","FL"
"5504","MCKITRICK ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",919,"Public","FL"
"5505","MCLANE MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",645,"Public","FL"
"5506","MCLANE MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",645,"Public","FL"
"5507","MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY",2,"2020-10-24","2020-09-06",672,"Public","FL"
"5508","MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY",2,"2020-11-21","2020-09-06",672,"Public","FL"
"5509","MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY",11,"2020-12-05","2020-09-06",672,"Public","FL"
"5510","MCMULLEN-BOOTH ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",655,"Public","FL"
"5511","MCMULLEN-BOOTH ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",655,"Public","FL"
"5512","MCMULLEN-BOOTH ELEMENTARY SCHOOL",6,"2020-12-05","2020-09-06",655,"Public","FL"
"5513","MCNAB ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",623,"Public","FL"
"5514","MCNAB ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",623,"Public","FL"
"5515","MCNAB ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",623,"Public","FL"
"5516","MCNICOL MIDDLE SCHOOL",0,"2020-11-21","2020-09-06",743,"Public","FL"
"5517","MCNICOL MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",743,"Public","FL"
"5518","MCRAE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",563,"Public","FL"
"5519","MCRAE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",563,"Public","FL"
"5520","MCRAE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",563,"Public","FL"
"5521","MEADOW PARK ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",773,"Public","FL"
"5522","MEADOW PARK ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",729,"Public","FL"
"5523","MEADOW PARK ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",773,"Public","FL"
"5524","MEADOW PARK ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",729,"Public","FL"
"5525","MEADOW PARK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",773,"Public","FL"
"5526","MEADOW PARK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",729,"Public","FL"
"5527","MEADOW PARK ELEMENTARY SCHOOL",11,"2020-11-21","2020-09-06",773,"Public","FL"
"5528","MEADOW PARK ELEMENTARY SCHOOL",11,"2020-11-21","2020-09-06",729,"Public","FL"
"5529","MEADOW PARK ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",773,"Public","FL"
"5530","MEADOW PARK ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",729,"Public","FL"
"5531","MEADOW PARK ELEMENTARY SCHOOL",14,"2020-12-05","2020-09-06",773,"Public","FL"
"5532","MEADOW PARK ELEMENTARY SCHOOL",14,"2020-12-05","2020-09-06",729,"Public","FL"
"5533","MEADOW WOODS ELEMENTARY",1,"2020-10-24","2020-09-06",775,"Public","FL"
"5534","MEADOW WOODS ELEMENTARY",3,"2020-11-21","2020-09-06",775,"Public","FL"
"5535","MEADOW WOODS ELEMENTARY",4,"2020-12-05","2020-09-06",775,"Public","FL"
"5536","MEADOW WOODS MIDDLE",4,"2020-12-05","2020-09-06",982,"Public","FL"
"5537","MEADOWBROOK ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",708,"Public","FL"
"5538","MEADOWBROOK ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",832,"Public","FL"
"5539","MEADOWBROOK ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",708,"Public","FL"
"5540","MEADOWBROOK ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",832,"Public","FL"
"5541","MEADOWBROOK ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",708,"Public","FL"
"5542","MEADOWBROOK ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",832,"Public","FL"
"5543","MEADOWBROOK ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",708,"Public","FL"
"5544","MEADOWBROOK ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",832,"Public","FL"
"5545","MEADOWBROOK MIDDLE",0,"2020-10-24","2020-09-06",994,"Public","FL"
"5546","MEADOWBROOK MIDDLE",0,"2020-11-21","2020-09-06",994,"Public","FL"
"5547","MEADOWBROOK MIDDLE",2,"2020-12-05","2020-09-06",994,"Public","FL"
"5548","MEADOWLANE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",738,"Public","FL"
"5549","MEADOWLANE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",738,"Public","FL"
"5550","MEADOWLANE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",738,"Public","FL"
"5551","MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",868,"Public","FL"
"5552","MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",868,"Public","FL"
"5553","MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",868,"Public","FL"
"5554","MEADOWLANE PRIMARY ELEMENTARY SCHOOL",5,"2020-10-24","2020-09-06",626,"Public","FL"
"5555","MEADOWLANE PRIMARY ELEMENTARY SCHOOL",6,"2020-11-21","2020-09-06",626,"Public","FL"
"5556","MEADOWLANE PRIMARY ELEMENTARY SCHOOL",10,"2020-12-05","2020-09-06",626,"Public","FL"
"5557","MEADOWLAWN MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1072,"Public","FL"
"5558","MEADOWLAWN MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1072,"Public","FL"
"5559","MEADOWLAWN MIDDLE SCHOOL",5,"2020-12-05","2020-09-06",1072,"Public","FL"
"5560","MEDART ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",464,"Public","FL"
"5561","MEDART ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",464,"Public","FL"
"5562","MEDART ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",464,"Public","FL"
"5563","MEDULLA ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",699,"Public","FL"
"5564","MEDULLA ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",699,"Public","FL"
"5565","MEDULLA ELEMENTARY SCHOOL",6,"2020-12-05","2020-09-06",699,"Public","FL"
"5566","MELALEUCA ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",726,"Public","FL"
"5567","MELALEUCA ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",726,"Public","FL"
"5568","MELBOURNE CENTRAL CATHOLIC HIGH SCHOOL",4,"2020-10-24","2020-09-06",540,"Private","FL"
"5569","MELBOURNE CENTRAL CATHOLIC HIGH SCHOOL",9,"2020-11-21","2020-09-06",540,"Private","FL"
"5570","MELBOURNE CENTRAL CATHOLIC HIGH SCHOOL",14,"2020-12-05","2020-09-06",540,"Private","FL"
"5571","MELBOURNE SENIOR HIGH SCHOOL",9,"2020-10-24","2020-09-06",2113,"Public","FL"
"5572","MELBOURNE SENIOR HIGH SCHOOL",12,"2020-11-21","2020-09-06",2113,"Public","FL"
"5573","MELBOURNE SENIOR HIGH SCHOOL",18,"2020-12-05","2020-09-06",2113,"Public","FL"
"5574","MELLON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",314,"Public","FL"
"5575","MELLON ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",314,"Public","FL"
"5576","MELROSE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",410,"Public","FL"
"5577","MELROSE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",589,"Public","FL"
"5578","MELROSE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",408,"Public","FL"
"5579","MELROSE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",410,"Public","FL"
"5580","MELROSE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",589,"Public","FL"
"5581","MELROSE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",408,"Public","FL"
"5582","MELROSE ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",410,"Public","FL"
"5583","MELROSE ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",589,"Public","FL"
"5584","MELROSE ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",408,"Public","FL"
"5585","MELROSE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",410,"Public","FL"
"5586","MELROSE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",589,"Public","FL"
"5587","MELROSE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",408,"Public","FL"
"5588","MELROSE PARK ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",489,"Public","FL"
"5589","MELROSE PARK ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",489,"Public","FL"
"5590","MELROSE PARK ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",489,"Public","FL"
"5591","MEMORIAL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",989,"Public","FL"
"5592","MEMORIAL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",656,"Public","FL"
"5593","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",989,"Public","FL"
"5594","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",656,"Public","FL"
"5595","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",989,"Public","FL"
"5596","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",656,"Public","FL"
"5597","MEMORIAL ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",989,"Public","FL"
"5598","MEMORIAL ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",656,"Public","FL"
"5599","MEMORIAL ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",989,"Public","FL"
"5600","MEMORIAL ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",656,"Public","FL"
"5601","MEMORIAL MIDDLE",0,"2020-10-24","2020-09-06",803,"Public","FL"
"5602","MEMORIAL MIDDLE",1,"2020-11-21","2020-09-06",803,"Public","FL"
"5603","MEMORIAL MIDDLE",3,"2020-12-05","2020-09-06",803,"Public","FL"
"5604","MEMORIAL MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",634,"Public","FL"
"5605","MEMORIAL MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",634,"Public","FL"
"5606","MENDENHALL ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",556,"Public","FL"
"5607","MENDENHALL ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",556,"Public","FL"
"5608","MENDENHALL ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",556,"Public","FL"
"5609","MENDEZ EXCEPTIONAL CENTER",1,"2020-12-05","2020-09-06",15,"Public","FL"
"5610","MERRIAM CHERRY STREET ELEMENTARY",2,"2020-11-21","2020-09-06",330,"Public","FL"
"5611","MERRIAM CHERRY STREET ELEMENTARY",3,"2020-12-05","2020-09-06",330,"Public","FL"
"5612","MERRILL ROAD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",642,"Public","FL"
"5613","MERRILL ROAD ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",642,"Public","FL"
"5614","MERRILL ROAD ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",642,"Public","FL"
"5615","MERRITT BROWN MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",762,"Public","FL"
"5616","MERRITT BROWN MIDDLE SCHOOL",8,"2020-12-05","2020-09-06",762,"Public","FL"
"5617","MERRITT BROWN MIDDLE SCHOOL",1,"2020-12-05","2020-09-06",762,"Public","FL"
"5618","MERRITT ISLAND CHRISTIAN SCHOOL",8,"2020-10-24","2020-09-06",308,"Private","FL"
"5619","MERRITT ISLAND CHRISTIAN SCHOOL",8,"2020-11-21","2020-09-06",308,"Private","FL"
"5620","MERRITT ISLAND CHRISTIAN SCHOOL",11,"2020-12-05","2020-09-06",308,"Private","FL"
"5621","MERRITT ISLAND HIGH SCHOOL",8,"2020-10-24","2020-09-06",1539,"Public","FL"
"5622","MERRITT ISLAND HIGH SCHOOL",8,"2020-11-21","2020-09-06",1539,"Public","FL"
"5623","MERRITT ISLAND HIGH SCHOOL",9,"2020-12-05","2020-09-06",1539,"Public","FL"
"5624","MESIVTA OF CORAL SPRINGS",2,"2020-11-21","2020-09-06",47,"Private","FL"
"5625","MESIVTA OF CORAL SPRINGS",2,"2020-12-05","2020-09-06",47,"Private","FL"
"5626","METROWEST ELEMENTARY",1,"2020-12-05","2020-09-06",653,"Public","FL"
"5627","MIAMI ARTS CHARTER",1,"2020-11-21","2020-09-06",1609,"Public","FL"
"5628","MIAMI ARTS CHARTER",9,"2020-12-05","2020-09-06",1609,"Public","FL"
"5629","MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER",2,"2020-10-24","2020-09-06",1564,"Public","FL"
"5630","MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER",7,"2020-11-21","2020-09-06",1564,"Public","FL"
"5631","MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER",13,"2020-12-05","2020-09-06",1564,"Public","FL"
"5632","MIAMI BEACH SENIOR HIGH SCHOOL",7,"2020-11-21","2020-09-06",2340,"Public","FL"
"5633","MIAMI BEACH SENIOR HIGH SCHOOL",13,"2020-12-05","2020-09-06",2340,"Public","FL"
"5634","MIAMI CAROL CITY SENIOR HIGH",1,"2020-11-21","2020-09-06",963,"Public","FL"
"5635","MIAMI CAROL CITY SENIOR HIGH",2,"2020-12-05","2020-09-06",963,"Public","FL"
"5636","MIAMI CENTRAL SENIOR HIGH SCHOOL",3,"2020-11-21","2020-09-06",1648,"Public","FL"
"5637","MIAMI CENTRAL SENIOR HIGH SCHOOL",6,"2020-12-05","2020-09-06",1648,"Public","FL"
"5638","MIAMI COMMUNITY CHARTER HIGH SCHOOL",1,"2020-10-24","2020-09-06",206,"Public","FL"
"5639","MIAMI COMMUNITY CHARTER HIGH SCHOOL",1,"2020-11-21","2020-09-06",206,"Public","FL"
"5640","MIAMI COMMUNITY CHARTER HIGH SCHOOL",5,"2020-12-05","2020-09-06",206,"Public","FL"
"5641","MIAMI COMMUNITY CHARTER MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",287,"Public","FL"
"5642","MIAMI COMMUNITY CHARTER SCHOOL",1,"2020-11-21","2020-09-06",529,"Public","FL"
"5643","MIAMI COMMUNITY CHARTER SCHOOL",4,"2020-12-05","2020-09-06",529,"Public","FL"
"5644","MIAMI CORAL PARK SENIOR HIGH",2,"2020-10-24","2020-09-06",2451,"Public","FL"
"5645","MIAMI CORAL PARK SENIOR HIGH",9,"2020-11-21","2020-09-06",2451,"Public","FL"
"5646","MIAMI CORAL PARK SENIOR HIGH",15,"2020-12-05","2020-09-06",2451,"Public","FL"
"5647","MIAMI COUNTRY DAY SCHOOL",4,"2020-10-24","2020-09-06",1292,"Private","FL"
"5648","MIAMI COUNTRY DAY SCHOOL",17,"2020-11-21","2020-09-06",1292,"Private","FL"
"5649","MIAMI COUNTRY DAY SCHOOL",26,"2020-12-05","2020-09-06",1292,"Private","FL"
"5650","MIAMI COUNTRY DAY SCHOOL",1,"2020-12-05","2020-09-06",1292,"Private","FL"
"5651","MIAMI EDISON SENIOR HIGH SCHOOL",3,"2020-12-05","2020-09-06",740,"Public","FL"
"5652","MIAMI GARDENS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",265,"Public","FL"
"5653","MIAMI GARDENS ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",265,"Public","FL"
"5654","MIAMI HEIGHTS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",821,"Public","FL"
"5655","MIAMI HEIGHTS ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",821,"Public","FL"
"5656","MIAMI JACKSON SENIOR HIGH SCHOOL",2,"2020-12-05","2020-09-06",1516,"Public","FL"
"5657","MIAMI KILLIAN SENIOR HIGH SCHOOL",3,"2020-11-21","2020-09-06",1626,"Public","FL"
"5658","MIAMI KILLIAN SENIOR HIGH SCHOOL",7,"2020-12-05","2020-09-06",1626,"Public","FL"
"5659","MIAMI LAKES EDUCATIONAL CENTER",1,"2020-10-24","2020-09-06",1224,"Public","FL"
"5660","MIAMI LAKES EDUCATIONAL CENTER",2,"2020-11-21","2020-09-06",1224,"Public","FL"
"5661","MIAMI LAKES EDUCATIONAL CENTER",5,"2020-12-05","2020-09-06",1224,"Public","FL"
"5662","MIAMI LAKES K-8 CENTER",2,"2020-10-24","2020-09-06",1290,"Public","FL"
"5663","MIAMI LAKES K-8 CENTER",4,"2020-11-21","2020-09-06",1290,"Public","FL"
"5664","MIAMI LAKES K-8 CENTER",5,"2020-12-05","2020-09-06",1290,"Public","FL"
"5665","MIAMI LAKES MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",1313,"Public","FL"
"5666","MIAMI LAKES MIDDLE SCHOOL",1,"2020-12-05","2020-09-06",1313,"Public","FL"
"5667","MIAMI NORLAND SENIOR HIGH SCHOOL",4,"2020-12-05","2020-09-06",1813,"Public","FL"
"5668","MIAMI NORTHWESTERN SENIOR HIGH",0,"2020-11-21","2020-09-06",1498,"Public","FL"
"5669","MIAMI NORTHWESTERN SENIOR HIGH",2,"2020-12-05","2020-09-06",1498,"Public","FL"
"5670","MIAMI PALMETTO SENIOR HIGH SCHOOL",2,"2020-10-24","2020-09-06",2779,"Public","FL"
"5671","MIAMI PALMETTO SENIOR HIGH SCHOOL",5,"2020-11-21","2020-09-06",2779,"Public","FL"
"5672","MIAMI PALMETTO SENIOR HIGH SCHOOL",7,"2020-12-05","2020-09-06",2779,"Public","FL"
"5673","MIAMI SENIOR HIGH SCHOOL",10,"2020-10-24","2020-09-06",2845,"Public","FL"
"5674","MIAMI SENIOR HIGH SCHOOL",19,"2020-11-21","2020-09-06",2845,"Public","FL"
"5675","MIAMI SENIOR HIGH SCHOOL",32,"2020-12-05","2020-09-06",2845,"Public","FL"
"5676","MIAMI SHORES ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",685,"Public","FL"
"5677","MIAMI SHORES ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",685,"Public","FL"
"5678","MIAMI SHORES ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",685,"Public","FL"
"5679","MIAMI SHORES PRESBYTERIAN CHURCH SCHOOL",0,"2020-10-24","2020-09-06",157,"Private","FL"
"5680","MIAMI SHORES PRESBYTERIAN CHURCH SCHOOL",0,"2020-11-21","2020-09-06",157,"Private","FL"
"5681","MIAMI SHORES PRESBYTERIAN CHURCH SCHOOL",1,"2020-12-05","2020-09-06",157,"Private","FL"
