region,date,grocery_pharmacy,parks,residential,retail_recreation,transitstations,workplace
SC,2020-04-11,-0.08,-0.73,0.16,-0.56,-0.62,-0.34
SC,2020-04-12,-0.54,-0.79,0.13,-0.75,-0.66,-0.29
SC,2020-04-13,-0.25,-0.72,0.15,-0.48,-0.67,-0.27
SC,2020-04-14,-0.26,-0.73,0.15,-0.5,-0.67,-0.27
SC,2020-04-15,-0.22,-0.6,0.15,-0.47,-0.65,-0.26
SC,2020-04-16,-0.23,-0.61,0.15,-0.47,-0.66,-0.26
SC,2020-04-17,-0.22,-0.7,0.16,-0.5,-0.66,-0.25
SC,2020-04-18,-0.22,-0.71,0.14,-0.56,-0.62,-0.22
SC,2020-04-19,-0.36,-0.74,0.15,-0.7,-0.7,-0.29
SC,2020-04-20,-0.2,-0.67,0.14,-0.46,-0.66,-0.3
SC,2020-04-21,-0.41,-0.6,0.21,-0.65,-0.73,-0.6
SC,2020-04-22,-0.22,-0.54,0.13,-0.44,-0.64,-0.21
SC,2020-04-23,-0.24,-0.55,0.13,-0.44,-0.65,-0.22
SC,2020-04-24,-0.23,-0.65,0.14,-0.46,-0.65,-0.2
SC,2020-04-25,-0.2,-0.64,0.12,-0.48,-0.59,-0.17
SC,2020-04-26,-0.32,-0.66,0.13,-0.6,-0.64,-0.22
SC,2020-04-27,-0.29,-0.74,0.14,-0.47,-0.68,-0.2
SC,2020-04-28,-0.25,-0.7,0.1,-0.45,-0.65,-0.21
SC,2020-04-29,-0.22,-0.53,0.13,-0.42,-0.63,-0.19
SC,2020-04-30,-0.05,-0.55,0.09,-0.35,-0.59,-0.19
SC,2020-05-01,-0.43,-0.62,0.24,-0.66,-0.73,-0.68
SC,2020-05-02,-0.12,-0.64,0.12,-0.44,-0.59,-0.21
SE,2020-02-15,0.01,-0.22,0,0.05,-0.11,0.05
SE,2020-02-16,0,-0.01,0.02,-0.02,-0.19,0
SE,2020-02-17,-0.01,-0.19,0,-0.05,-0.09,0.1
SE,2020-02-18,-0.03,-0.16,0,-0.03,-0.06,0.1
SE,2020-02-19,-0.06,-0.12,-0.01,-0.04,-0.07,0.1
SE,2020-02-20,0.02,-0.03,-0.01,0.04,-0.01,0.1
SE,2020-02-21,0.07,-0.11,0,-0.01,0.04,0.09
SE,2020-02-22,0.07,-0.01,0,-0.08,0.07,-0.07
SE,2020-02-23,0.01,0.39,0,-0.14,-0.39,-0.08
SE,2020-02-24,-0.24,0.93,0.07,-0.26,-0.53,-0.59
SE,2020-02-25,-0.52,0.83,0.04,-0.35,-0.49,-0.68
SE,2020-02-26,-0.19,-0.05,0.04,-0.21,-0.15,-0.37
SE,2020-02-27,-0.02,-0.08,0.01,-0.07,-0.1,0.06
SE,2020-02-28,0.02,-0.23,0.01,-0.09,-0.18,0.11
SE,2020-02-29,0.04,-0.29,0.05,-0.08,-0.19,0.01
SE,2020-03-01,0.07,-0.22,0.04,-0.11,-0.2,-0.01
SE,2020-03-02,0.05,-0.15,0,-0.07,-0.14,0.11
SE,2020-03-03,0.04,-0.12,0,-0.05,-0.06,0.1
SE,2020-03-04,0.01,-0.06,0,-0.05,-0.07,0.1
SE,2020-03-05,0.03,-0.01,0,-0.02,-0.11,0.12
SE,2020-03-06,0.04,-0.15,0,-0.03,-0.11,0.16
SE,2020-03-07,0.09,-0.16,0.02,0,-0.11,0.05
SE,2020-03-08,0.11,0,0.02,-0.02,-0.18,0.02
SE,2020-03-09,0.02,-0.15,0,-0.07,-0.11,0.12
SE,2020-03-10,0.03,-0.09,-0.01,-0.04,-0.11,0.11
SE,2020-03-11,-0.02,-0.08,0,-0.04,-0.19,0.11
SE,2020-03-12,0,0.01,-0.01,-0.01,-0.15,0.11
SE,2020-03-13,0.01,-0.17,-0.01,-0.05,-0.13,0.15
SE,2020-03-14,0.04,-0.23,0.02,-0.04,-0.19,0.05
SE,2020-03-15,0.02,-0.2,0.03,-0.16,-0.26,0
SE,2020-03-16,0.02,-0.29,0.02,-0.14,-0.23,-0.01
SE,2020-03-17,-0.14,-0.23,0.11,-0.38,-0.45,-0.4
SE,2020-03-18,0,-0.26,0.06,-0.23,-0.32,-0.13
SE,2020-03-19,-0.05,-0.27,0.09,-0.29,-0.36,-0.19
SE,2020-03-20,-0.06,-0.45,0.11,-0.38,-0.45,-0.2
SE,2020-03-21,-0.16,-0.61,0.14,-0.6,-0.55,-0.28
SE,2020-03-22,-0.31,-0.7,0.15,-0.73,-0.68,-0.3
SE,2020-03-23,-0.37,-0.58,0.19,-0.69,-0.69,-0.5
SE,2020-03-24,-0.4,-0.59,0.19,-0.7,-0.71,-0.54
SE,2020-03-25,-0.39,-0.53,0.2,-0.7,-0.75,-0.54
SE,2020-03-26,-0.44,-0.58,0.2,-0.71,-0.75,-0.54
SE,2020-03-27,-0.32,-0.57,0.2,-0.66,-0.74,-0.48
SE,2020-03-28,-0.33,-0.67,0.17,-0.68,-0.72,-0.39
SE,2020-03-29,-0.46,-0.77,0.18,-0.78,-0.83,-0.36
SE,2020-03-30,-0.27,-0.51,0.17,-0.59,-0.73,-0.47
SE,2020-03-31,-0.22,-0.49,0.16,-0.58,-0.7,-0.46
SE,2020-04-01,-0.24,-0.43,0.16,-0.57,-0.71,-0.45
SE,2020-04-02,-0.24,-0.4,0.16,-0.56,-0.68,-0.45
SE,2020-04-03,-0.22,-0.54,0.18,-0.59,-0.68,-0.42
SE,2020-04-04,-0.23,-0.63,0.15,-0.62,-0.7,-0.34
SE,2020-04-05,-0.26,-0.65,0.14,-0.69,-0.79,-0.25
SE,2020-04-06,-0.19,-0.49,0.17,-0.56,-0.72,-0.45
SE,2020-04-07,-0.13,-0.47,0.15,-0.53,-0.68,-0.44
SE,2020-04-08,-0.12,-0.42,0.15,-0.53,-0.66,-0.43
SE,2020-04-09,0,-0.35,0.14,-0.48,-0.61,-0.48
SE,2020-04-10,-0.68,-0.6,0.21,-0.8,-0.85,-0.69
SE,2020-04-11,-0.14,-0.59,0.14,-0.59,-0.72,-0.36
SE,2020-04-12,-0.24,-0.63,0.12,-0.68,-0.8,-0.21
SE,2020-04-13,-0.23,-0.47,0.16,-0.56,-0.69,-0.44
SE,2020-04-14,-0.23,-0.46,0.16,-0.55,-0.69,-0.42
SE,2020-04-15,-0.23,-0.4,0.16,-0.55,-0.71,-0.42
SE,2020-04-16,-0.21,-0.4,0.16,-0.54,-0.69,-0.42
SE,2020-04-17,-0.22,-0.51,0.17,-0.56,-0.69,-0.38
SE,2020-04-18,-0.25,-0.65,0.15,-0.63,-0.71,-0.31
SE,2020-04-19,-0.28,-0.67,0.15,-0.71,-0.81,-0.24
SE,2020-04-20,-0.18,-0.45,0.15,-0.52,-0.66,-0.43
SE,2020-04-21,-0.5,-0.51,0.19,-0.7,-0.81,-0.65
SE,2020-04-22,-0.2,-0.43,0.13,-0.52,-0.66,-0.38
SE,2020-04-23,-0.34,-0.57,0.17,-0.59,-0.7,-0.42
SE,2020-04-24,-0.25,-0.59,0.16,-0.58,-0.68,-0.37
SE,2020-04-25,-0.22,-0.63,0.14,-0.59,-0.69,-0.26
SE,2020-04-26,-0.24,-0.65,0.13,-0.68,-0.78,-0.19
SE,2020-04-27,-0.21,-0.49,0.15,-0.52,-0.65,-0.37
SE,2020-04-28,-0.2,-0.51,0.11,-0.5,-0.63,-0.37
SE,2020-04-29,-0.2,-0.42,0.14,-0.52,-0.62,-0.36
SE,2020-04-30,-0.03,-0.36,0.12,-0.48,-0.54,-0.34
SE,2020-05-01,-0.48,-0.6,0.21,-0.75,-0.8,-0.63
SE,2020-05-02,-0.12,-0.61,0.13,-0.61,-0.66,-0.26
SP,2020-02-15,0.05,0.06,-0.01,0.06,0.11,0.08
SP,2020-02-16,0.04,0.09,0,0.07,0.1,0.01
SP,2020-02-17,-0.01,-0.13,-0.01,-0.04,0.08,0.18
SP,2020-02-18,-0.03,-0.13,-0.02,-0.05,0.09,0.14
SP,2020-02-19,-0.04,-0.11,-0.02,-0.03,0.08,0.14
SP,2020-02-20,0.1,0.04,-0.03,0.03,0.13,0.15
SP,2020-02-21,0.09,-0.06,-0.02,0.02,0.1,0.16
SP,2020-02-22,0.06,0.02,0.01,-0.03,0.02,0
SP,2020-02-23,0.06,0.43,0,0.07,-0.01,0.01
SP,2020-02-24,-0.02,0.43,0.1,-0.09,-0.3,-0.43
SP,2020-02-25,-0.23,0.22,0.13,-0.32,-0.41,-0.61
SP,2020-02-26,-0.1,-0.33,0.06,-0.2,-0.17,-0.1
SP,2020-02-27,0.06,-0.13,0.01,-0.06,0.05,0.11
SP,2020-02-28,0.04,-0.2,0,-0.04,0.03,0.14
SP,2020-02-29,0.06,-0.21,0.03,-0.01,0.01,0.07
SP,2020-03-01,0.06,-0.26,0.03,-0.04,-0.05,0.01
SP,2020-03-02,0,-0.27,-0.01,-0.07,0.07,0.19
SP,2020-03-03,0.01,-0.25,0,-0.07,0.06,0.12
SP,2020-03-04,0.02,-0.13,-0.02,-0.01,0.08,0.16
SP,2020-03-05,0.1,0.02,-0.02,0.03,0.13,0.17
SP,2020-03-06,0.13,0.02,-0.04,0.09,0.14,0.2
SP,2020-03-07,0.15,0,-0.01,0.11,0.12,0.09
SP,2020-03-08,0.12,0,0,0.11,0.06,0.04
SP,2020-03-09,0.07,-0.11,-0.02,0,0.12,0.2
SP,2020-03-10,0.05,-0.14,-0.02,0,0.11,0.16
SP,2020-03-11,0.02,-0.06,-0.02,0.01,0.11,0.16
SP,2020-03-12,0.08,0.05,-0.02,0.01,0.13,0.16
SP,2020-03-13,0.08,-0.02,-0.02,0.01,0.09,0.18
SP,2020-03-14,0.09,-0.03,0.01,-0.01,0.02,0.07
SP,2020-03-15,0.1,0.04,0.02,-0.05,-0.03,0.02
SP,2020-03-16,0.07,-0.21,0.02,-0.13,-0.06,0.1
SP,2020-03-17,0.06,-0.32,0.05,-0.21,-0.18,0
SP,2020-03-18,0.07,-0.28,0.07,-0.24,-0.23,-0.05
SP,2020-03-19,0.11,-0.28,0.1,-0.31,-0.29,-0.14
SP,2020-03-20,0.05,-0.42,0.13,-0.41,-0.37,-0.18
SP,2020-03-21,-0.09,-0.64,0.16,-0.59,-0.48,-0.26
SP,2020-03-22,-0.28,-0.7,0.17,-0.68,-0.57,-0.32
SP,2020-03-23,-0.2,-0.6,0.21,-0.62,-0.57,-0.39
SP,2020-03-24,-0.3,-0.65,0.24,-0.71,-0.63,-0.5
SP,2020-03-25,-0.28,-0.59,0.24,-0.69,-0.63,-0.51
SP,2020-03-26,-0.23,-0.51,0.24,-0.67,-0.62,-0.51
SP,2020-03-27,-0.22,-0.55,0.24,-0.67,-0.61,-0.48
SP,2020-03-28,-0.24,-0.63,0.2,-0.7,-0.59,-0.42
SP,2020-03-29,-0.36,-0.71,0.17,-0.72,-0.62,-0.37
SP,2020-03-30,-0.24,-0.57,0.22,-0.64,-0.6,-0.46
SP,2020-03-31,-0.2,-0.56,0.22,-0.62,-0.6,-0.48
SP,2020-04-01,-0.17,-0.5,0.22,-0.6,-0.59,-0.48
SP,2020-04-02,-0.15,-0.44,0.22,-0.61,-0.58,-0.48
SP,2020-04-03,-0.11,-0.5,0.23,-0.64,-0.57,-0.46
SP,2020-04-04,-0.1,-0.57,0.18,-0.66,-0.53,-0.38
SP,2020-04-05,-0.21,-0.58,0.15,-0.67,-0.55,-0.32
SP,2020-04-06,-0.11,-0.49,0.21,-0.6,-0.55,-0.42
SP,2020-04-07,-0.07,-0.53,0.2,-0.58,-0.55,-0.45
SP,2020-04-08,-0.04,-0.48,0.2,-0.56,-0.54,-0.45
SP,2020-04-09,0.16,-0.35,0.18,-0.51,-0.5,-0.44
SP,2020-04-10,-0.29,-0.56,0.3,-0.76,-0.71,-0.74
SP,2020-04-11,-0.04,-0.57,0.18,-0.63,-0.53,-0.39
SP,2020-04-12,-0.2,-0.61,0.13,-0.67,-0.54,-0.27
SP,2020-04-13,-0.19,-0.51,0.2,-0.6,-0.55,-0.41
SP,2020-04-14,-0.2,-0.56,0.21,-0.61,-0.57,-0.44
SP,2020-04-15,-0.15,-0.48,0.21,-0.58,-0.55,-0.43
SP,2020-04-16,-0.1,-0.4,0.2,-0.58,-0.54,-0.43
SP,2020-04-17,-0.11,-0.46,0.21,-0.59,-0.54,-0.4
SP,2020-04-18,-0.14,-0.56,0.16,-0.65,-0.51,-0.31
SP,2020-04-19,-0.21,-0.56,0.14,-0.67,-0.54,-0.26
SP,2020-04-20,-0.09,-0.46,0.21,-0.58,-0.57,-0.48
SP,2020-04-21,-0.32,-0.52,0.26,-0.73,-0.7,-0.71
SP,2020-04-22,-0.15,-0.45,0.19,-0.58,-0.54,-0.39
SP,2020-04-23,-0.12,-0.38,0.19,-0.58,-0.53,-0.39
SP,2020-04-24,-0.14,-0.44,0.2,-0.6,-0.53,-0.36
SP,2020-04-25,-0.13,-0.51,0.16,-0.63,-0.49,-0.28
SP,2020-04-26,-0.21,-0.52,0.13,-0.65,-0.52,-0.24
SP,2020-04-27,-0.19,-0.48,0.19,-0.59,-0.54,-0.35
SP,2020-04-28,-0.18,-0.48,0.16,-0.59,-0.53,-0.38
SP,2020-04-29,-0.16,-0.42,0.19,-0.57,-0.53,-0.37
SP,2020-04-30,0.04,-0.31,0.16,-0.52,-0.48,-0.36
SP,2020-05-01,-0.27,-0.45,0.27,-0.71,-0.68,-0.69
SP,2020-05-02,-0.08,-0.53,0.16,-0.63,-0.52,-0.31
TO,2020-02-15,0,0.09,0,0.04,-0.06,0.09
TO,2020-02-16,0,0.03,0.01,0.02,-0.08,0.02
TO,2020-02-17,-0.03,-0.02,-0.01,-0.03,-0.03,0.2
TO,2020-02-18,-0.06,-0.14,-0.01,-0.04,0.01,0.2
TO,2020-02-19,-0.08,-0.07,-0.01,-0.04,0.01,0.18
TO,2020-02-20,-0.04,-0.07,-0.01,-0.02,0.08,0.18
TO,2020-02-21,0.02,-0.06,-0.02,0,0.19,0.2
TO,2020-02-22,0.06,0.49,-0.02,0.06,0.22,0.01
TO,2020-02-23,0.01,0.61,-0.01,0.1,-0.17,-0.05
TO,2020-02-24,-0.1,1.37,0.05,-0.1,-0.28,-0.42
TO,2020-02-25,-0.26,0.78,0.07,-0.29,-0.21,-0.57
TO,2020-02-26,-0.11,0.3,0.03,-0.08,0,-0.09
TO,2020-02-27,-0.07,-0.04,0,-0.08,-0.05,0.18
TO,2020-02-28,-0.02,-0.17,0,-0.07,-0.09,0.22
TO,2020-02-29,0.01,-0.09,0.03,-0.02,-0.11,0.09
TO,2020-03-01,0.05,0.02,0.03,-0.01,-0.07,0.03
TO,2020-03-02,-0.03,-0.16,-0.01,-0.06,-0.03,0.22
TO,2020-03-03,-0.05,-0.27,-0.01,-0.06,-0.01,0.2
TO,2020-03-04,-0.01,-0.13,-0.01,0.01,-0.01,0.21
TO,2020-03-05,0.01,-0.05,-0.02,0.02,0.01,0.22
TO,2020-03-06,0.04,-0.15,-0.02,0.04,0.01,0.25
TO,2020-03-07,0.1,0.07,0,0.14,-0.02,0.1
TO,2020-03-08,0.07,0.05,0.01,0.12,-0.11,0.06
TO,2020-03-09,0,-0.06,-0.02,-0.01,0.02,0.23
TO,2020-03-10,-0.06,-0.25,-0.01,-0.05,0.01,0.2
TO,2020-03-11,0,0,-0.03,0.03,0.05,0.21
TO,2020-03-12,0,-0.01,-0.02,0.02,0.06,0.21
TO,2020-03-13,0.01,-0.1,-0.02,-0.01,0.09,0.24
TO,2020-03-14,0.05,-0.07,0.01,0.03,0.1,0.09
TO,2020-03-15,0.04,-0.1,0.02,-0.04,0.03,0.05
TO,2020-03-16,-0.01,-0.04,0.02,-0.09,-0.04,0.09
TO,2020-03-17,0,-0.13,0.04,-0.11,-0.08,0.02
TO,2020-03-18,0.03,-0.11,0.05,-0.16,-0.11,-0.02
TO,2020-03-19,-0.07,-0.19,0.13,-0.44,-0.32,-0.3
TO,2020-03-20,-0.08,-0.36,0.13,-0.45,-0.33,-0.19
TO,2020-03-21,-0.2,-0.44,0.13,-0.59,-0.4,-0.2
TO,2020-03-22,-0.36,-0.5,0.13,-0.69,-0.57,-0.26
TO,2020-03-23,-0.24,-0.33,0.16,-0.6,-0.59,-0.31
TO,2020-03-24,-0.37,-0.46,0.19,-0.69,-0.66,-0.42
TO,2020-03-25,-0.33,-0.35,0.19,-0.66,-0.72,-0.42
TO,2020-03-26,-0.34,-0.34,0.19,-0.65,-0.69,-0.41
TO,2020-03-27,-0.29,-0.39,0.18,-0.62,-0.68,-0.37
TO,2020-03-28,-0.3,-0.37,0.14,-0.64,-0.69,-0.3
TO,2020-03-29,-0.31,-0.35,0.11,-0.61,-0.71,-0.19
TO,2020-03-30,-0.24,-0.19,0.14,-0.48,-0.62,-0.29
TO,2020-03-31,-0.18,-0.27,0.14,-0.44,-0.58,-0.29
TO,2020-04-01,-0.15,-0.19,0.14,-0.42,-0.58,-0.28
TO,2020-04-02,-0.17,-0.19,0.14,-0.42,-0.56,-0.28
TO,2020-04-03,-0.13,-0.28,0.14,-0.45,-0.55,-0.25
TO,2020-04-04,-0.13,-0.28,0.11,-0.48,-0.57,-0.18
TO,2020-04-05,-0.22,-0.29,0.09,-0.54,-0.63,-0.16
TO,2020-04-06,-0.14,-0.17,0.13,-0.38,-0.54,-0.25
TO,2020-04-07,-0.11,-0.23,0.12,-0.37,-0.52,-0.25
TO,2020-04-08,-0.1,-0.16,0.12,-0.36,-0.54,-0.27
TO,2020-04-09,-0.02,-0.09,0.11,-0.35,-0.5,-0.33
TO,2020-04-10,-0.41,-0.24,0.21,-0.72,-0.74,-0.68
TO,2020-04-11,-0.17,-0.27,0.11,-0.51,-0.64,-0.26
TO,2020-04-12,-0.25,-0.34,0.06,-0.54,-0.64,-0.15
TO,2020-04-13,-0.17,-0.21,0.11,-0.36,-0.54,-0.22
TO,2020-04-14,-0.22,-0.37,0.14,-0.42,-0.55,-0.25
TO,2020-04-15,-0.18,-0.27,0.13,-0.37,-0.53,-0.23
TO,2020-04-16,-0.16,-0.24,0.13,-0.36,-0.51,-0.22
TO,2020-04-17,-0.17,-0.34,0.14,-0.42,-0.54,-0.2
TO,2020-04-18,-0.14,-0.35,0.1,-0.45,-0.56,-0.12
TO,2020-04-19,-0.18,-0.33,0.08,-0.5,-0.63,-0.1
TO,2020-04-20,-0.11,-0.14,0.12,-0.34,-0.56,-0.28
TO,2020-04-21,-0.36,-0.32,0.2,-0.63,-0.68,-0.6
TO,2020-04-22,-0.15,-0.22,0.11,-0.32,-0.51,-0.19
TO,2020-04-23,-0.2,-0.29,0.13,-0.37,-0.51,-0.19
TO,2020-04-24,-0.12,-0.33,0.12,-0.37,-0.5,-0.15
TO,2020-04-25,-0.13,-0.32,0.1,-0.4,-0.54,-0.09
TO,2020-04-26,-0.18,-0.32,0.08,-0.46,-0.59,-0.06
TO,2020-04-27,-0.16,-0.19,0.11,-0.33,-0.5,-0.15
TO,2020-04-28,-0.14,-0.3,0.09,-0.34,-0.49,-0.18
TO,2020-04-29,-0.11,-0.21,0.12,-0.34,-0.47,-0.17
TO,2020-04-30,0,-0.18,0.1,-0.29,-0.44,-0.18
TO,2020-05-01,-0.42,-0.17,0.19,-0.64,-0.65,-0.6
TO,2020-05-02,-0.06,-0.27,0.11,-0.43,-0.57,-0.17
