region,date,grocery_pharmacy,parks,residential,retail_recreation,transitstations,workplace
MA,2020-03-25,-0.3,-0.53,0.17,-0.66,-0.64,-0.48
MA,2020-03-26,-0.26,-0.46,0.15,-0.64,-0.64,-0.45
MA,2020-03-27,-0.25,-0.51,0.16,-0.63,-0.66,-0.43
MA,2020-03-28,-0.23,-0.51,0.13,-0.63,-0.64,-0.33
MA,2020-03-29,-0.27,-0.48,0.11,-0.63,-0.66,-0.2
MA,2020-03-30,-0.2,-0.4,0.14,-0.56,-0.64,-0.38
MA,2020-03-31,-0.18,-0.41,0.14,-0.55,-0.6,-0.38
MA,2020-04-01,-0.13,-0.44,0.15,-0.54,-0.59,-0.39
MA,2020-04-02,-0.12,-0.39,0.15,-0.53,-0.6,-0.38
MA,2020-04-03,-0.11,-0.45,0.16,-0.54,-0.61,-0.36
MA,2020-04-04,-0.1,-0.49,0.14,-0.57,-0.62,-0.26
MA,2020-04-05,-0.18,-0.48,0.12,-0.59,-0.64,-0.18
MA,2020-04-06,-0.08,-0.34,0.15,-0.48,-0.59,-0.33
MA,2020-04-07,0.02,-0.29,0.12,-0.43,-0.55,-0.33
MA,2020-04-08,-0.04,-0.39,0.13,-0.49,-0.58,-0.36
MA,2020-04-09,0.08,-0.31,0.12,-0.49,-0.61,-0.42
MA,2020-04-10,-0.7,-0.5,0.21,-0.76,-0.8,-0.67
MA,2020-04-11,-0.1,-0.46,0.13,-0.57,-0.68,-0.34
MA,2020-04-12,-0.25,-0.49,0.1,-0.6,-0.69,-0.2
MA,2020-04-13,-0.18,-0.37,0.15,-0.49,-0.62,-0.33
MA,2020-04-14,-0.22,-0.43,0.15,-0.52,-0.59,-0.35
MA,2020-04-15,-0.12,-0.37,0.15,-0.47,-0.59,-0.34
MA,2020-04-16,-0.19,-0.44,0.16,-0.53,-0.61,-0.35
MA,2020-04-17,-0.19,-0.48,0.17,-0.53,-0.63,-0.34
MA,2020-04-18,-0.17,-0.51,0.14,-0.57,-0.63,-0.24
MA,2020-04-19,-0.25,-0.5,0.13,-0.61,-0.68,-0.18
MA,2020-04-20,-0.14,-0.37,0.15,-0.49,-0.64,-0.33
MA,2020-04-21,-0.35,-0.51,0.19,-0.67,-0.74,-0.56
MA,2020-04-22,-0.15,-0.41,0.14,-0.49,-0.6,-0.34
MA,2020-04-23,-0.18,-0.42,0.16,-0.53,-0.63,-0.35
MA,2020-04-24,-0.18,-0.48,0.17,-0.54,-0.63,-0.33
MA,2020-04-25,-0.17,-0.52,0.14,-0.57,-0.65,-0.24
MA,2020-04-26,-0.25,-0.51,0.13,-0.62,-0.67,-0.17
MA,2020-04-27,-0.18,-0.39,0.16,-0.51,-0.63,-0.32
MA,2020-04-28,-0.1,-0.37,0.11,-0.48,-0.61,-0.33
MA,2020-04-29,-0.09,-0.4,0.14,-0.5,-0.58,-0.35
MA,2020-04-30,0.06,-0.32,0.13,-0.52,-0.58,-0.34
MA,2020-05-01,-0.52,-0.54,0.21,-0.72,-0.73,-0.59
MA,2020-05-02,0,-0.46,0.13,-0.59,-0.63,-0.25
MG,2020-02-15,0.05,0.11,0,0.07,0.1,0.08
MG,2020-02-16,0.05,0.02,0.02,0.03,0.03,0.01
MG,2020-02-17,0,0.01,-0.01,0,0.08,0.19
MG,2020-02-18,0,0.02,-0.01,0.01,0.09,0.17
MG,2020-02-19,0,0.05,-0.01,0.03,0.1,0.16
MG,2020-02-20,0.1,0.12,-0.02,0.11,0.16,0.19
MG,2020-02-21,0.14,0.19,-0.02,0.08,0.23,0.17
MG,2020-02-22,0.1,0.7,-0.01,0.02,0.25,-0.04
MG,2020-02-23,0.14,0.91,0,0.13,0.19,-0.02
MG,2020-02-24,-0.1,0.71,0.09,-0.21,-0.21,-0.52
MG,2020-02-25,-0.29,0.61,0.08,-0.28,-0.21,-0.62
MG,2020-02-26,-0.11,-0.14,0.06,-0.18,-0.11,-0.22
MG,2020-02-27,0.02,-0.09,0.01,-0.04,0.05,0.13
MG,2020-02-28,0.03,-0.16,0.02,-0.06,0.02,0.14
MG,2020-02-29,0.04,-0.16,0.04,-0.05,-0.04,0.05
MG,2020-03-01,0.05,-0.26,0.05,-0.11,-0.06,-0.01
MG,2020-03-02,0.01,-0.12,0.01,-0.07,0.03,0.16
MG,2020-03-03,0.01,-0.11,0,-0.04,0.04,0.16
MG,2020-03-04,0.03,-0.05,0,0,0.06,0.16
MG,2020-03-05,0.06,-0.01,0,0.04,0.09,0.19
MG,2020-03-06,0.13,-0.01,-0.02,0.08,0.14,0.21
MG,2020-03-07,0.14,-0.02,0.01,0.09,0.08,0.08
MG,2020-03-08,0.15,0,0.02,0.11,0.04,0.05
MG,2020-03-09,0.06,0.03,-0.01,0.03,0.11,0.22
MG,2020-03-10,0.06,0.01,-0.02,0.03,0.11,0.18
MG,2020-03-11,0.05,0.01,-0.01,0.04,0.11,0.17
MG,2020-03-12,0.07,0.02,-0.01,0.05,0.11,0.19
MG,2020-03-13,0.11,0.03,-0.02,0.07,0.16,0.21
MG,2020-03-14,0.09,0.05,0.01,0.03,0.06,0.08
MG,2020-03-15,0.12,0.04,0.01,0,0.02,0.04
MG,2020-03-16,0.09,-0.05,0,-0.04,0.04,0.18
MG,2020-03-17,0.1,-0.15,0.02,-0.13,-0.04,0.09
MG,2020-03-18,0.1,-0.19,0.06,-0.19,-0.13,-0.03
MG,2020-03-19,0.12,-0.25,0.09,-0.25,-0.2,-0.09
MG,2020-03-20,0.07,-0.34,0.11,-0.37,-0.29,-0.16
MG,2020-03-21,-0.14,-0.49,0.15,-0.6,-0.46,-0.28
MG,2020-03-22,-0.32,-0.59,0.16,-0.7,-0.57,-0.34
MG,2020-03-23,-0.26,-0.48,0.19,-0.61,-0.53,-0.38
MG,2020-03-24,-0.31,-0.5,0.2,-0.65,-0.56,-0.46
MG,2020-03-25,-0.31,-0.47,0.21,-0.64,-0.56,-0.47
MG,2020-03-26,-0.27,-0.44,0.21,-0.62,-0.56,-0.45
MG,2020-03-27,-0.22,-0.44,0.21,-0.61,-0.54,-0.43
MG,2020-03-28,-0.24,-0.44,0.17,-0.66,-0.54,-0.38
MG,2020-03-29,-0.29,-0.46,0.15,-0.66,-0.57,-0.3
MG,2020-03-30,-0.26,-0.41,0.18,-0.56,-0.52,-0.38
MG,2020-03-31,-0.19,-0.4,0.17,-0.54,-0.5,-0.4
MG,2020-04-01,-0.19,-0.4,0.18,-0.54,-0.5,-0.4
MG,2020-04-02,-0.15,-0.38,0.18,-0.52,-0.49,-0.38
MG,2020-04-03,-0.11,-0.39,0.18,-0.54,-0.48,-0.36
MG,2020-04-04,-0.1,-0.38,0.15,-0.58,-0.47,-0.31
MG,2020-04-05,-0.19,-0.41,0.13,-0.62,-0.52,-0.27
MG,2020-04-06,-0.12,-0.33,0.16,-0.48,-0.45,-0.33
MG,2020-04-07,-0.07,-0.33,0.15,-0.46,-0.44,-0.35
MG,2020-04-08,-0.06,-0.33,0.16,-0.46,-0.44,-0.35
MG,2020-04-09,0.16,-0.28,0.14,-0.4,-0.4,-0.36
MG,2020-04-10,-0.46,-0.46,0.27,-0.75,-0.66,-0.73
MG,2020-04-11,0.02,-0.33,0.14,-0.54,-0.44,-0.32
MG,2020-04-12,-0.17,-0.42,0.1,-0.61,-0.5,-0.22
MG,2020-04-13,-0.14,-0.32,0.15,-0.46,-0.44,-0.3
MG,2020-04-14,-0.16,-0.37,0.16,-0.49,-0.46,-0.33
MG,2020-04-15,-0.14,-0.36,0.16,-0.49,-0.45,-0.33
MG,2020-04-16,-0.05,-0.32,0.17,-0.5,-0.4,-0.31
MG,2020-04-17,-0.02,-0.32,0.17,-0.51,-0.37,-0.29
MG,2020-04-18,-0.09,-0.35,0.13,-0.59,-0.42,-0.24
MG,2020-04-19,-0.16,-0.39,0.12,-0.64,-0.51,-0.22
MG,2020-04-20,-0.04,-0.24,0.15,-0.49,-0.42,-0.35
MG,2020-04-21,-0.37,-0.37,0.21,-0.71,-0.61,-0.65
MG,2020-04-22,-0.1,-0.3,0.14,-0.5,-0.4,-0.29
MG,2020-04-23,-0.1,-0.3,0.16,-0.5,-0.4,-0.28
MG,2020-04-24,-0.06,-0.32,0.15,-0.51,-0.39,-0.25
MG,2020-04-25,-0.08,-0.31,0.13,-0.57,-0.4,-0.21
MG,2020-04-26,-0.15,-0.35,0.11,-0.61,-0.47,-0.18
MG,2020-04-27,-0.14,-0.28,0.15,-0.49,-0.39,-0.24
MG,2020-04-28,-0.1,-0.28,0.11,-0.48,-0.38,-0.26
MG,2020-04-29,-0.1,-0.28,0.14,-0.47,-0.38,-0.27
MG,2020-04-30,0.11,-0.21,0.12,-0.39,-0.34,-0.23
MG,2020-05-01,-0.3,-0.32,0.22,-0.68,-0.58,-0.63
MG,2020-05-02,-0.02,-0.24,0.12,-0.54,-0.42,-0.23
MS,2020-02-15,0.05,0.01,0,0.06,0.02,0.05
MS,2020-02-16,0.04,-0.05,0.01,-0.01,-0.04,0
MS,2020-02-17,0.01,0,-0.01,-0.01,0.07,0.16
MS,2020-02-18,0.01,0.05,-0.01,0,0.05,0.15
MS,2020-02-19,-0.02,-0.06,-0.01,-0.07,0.04,0.2
MS,2020-02-20,-0.01,-0.2,0,-0.08,0.02,0.18
MS,2020-02-21,0.08,0.01,-0.02,0.04,0.09,0.18
MS,2020-02-22,0.07,0.19,-0.01,0.04,0.06,0.01
MS,2020-02-23,0.05,0.23,0,0.03,-0.01,-0.01
MS,2020-02-24,0,0.36,0.04,-0.05,-0.16,-0.28
MS,2020-02-25,-0.24,0.18,0.09,-0.32,-0.32,-0.55
MS,2020-02-26,-0.09,-0.22,0.08,-0.21,-0.17,-0.09
MS,2020-02-27,0.03,-0.07,-0.01,-0.07,0.08,0.19
MS,2020-02-28,0.05,0.01,-0.02,-0.02,0.07,0.21
MS,2020-02-29,0.08,-0.01,0.02,0.01,-0.02,0.08
MS,2020-03-01,0.09,-0.06,0.03,-0.04,-0.05,0.03
MS,2020-03-02,0.05,0.01,-0.02,-0.02,0.09,0.22
MS,2020-03-03,0.05,0.06,-0.02,0,0.07,0.21
MS,2020-03-04,0.05,0.07,-0.02,-0.03,0.09,0.24
MS,2020-03-05,0.1,0.01,-0.02,0.02,0.13,0.23
MS,2020-03-06,0.17,0.14,-0.04,0.13,0.15,0.24
MS,2020-03-07,0.18,0.11,-0.01,0.16,0.08,0.08
MS,2020-03-08,0.16,0.03,0,0.13,0.01,0.05
MS,2020-03-09,0.08,0.08,-0.02,0.02,0.13,0.23
MS,2020-03-10,0.09,0.11,-0.03,0.05,0.13,0.22
MS,2020-03-11,0.05,0.09,-0.02,-0.01,0.13,0.24
MS,2020-03-12,0.06,0.01,-0.02,-0.01,0.12,0.22
MS,2020-03-13,0.08,0.07,-0.03,0.05,0.13,0.23
MS,2020-03-14,0.08,0.04,0,0.03,0.03,0.06
MS,2020-03-15,0.08,-0.01,0.01,-0.04,-0.05,0.03
MS,2020-03-16,0.06,-0.06,0,-0.1,0.03,0.19
MS,2020-03-17,0.06,-0.08,0,-0.13,-0.06,0.14
MS,2020-03-18,0.06,-0.14,0.04,-0.22,-0.12,0.07
MS,2020-03-19,0.02,-0.33,0.07,-0.34,-0.23,-0.04
MS,2020-03-20,0.05,-0.3,0.08,-0.35,-0.27,-0.08
MS,2020-03-21,-0.1,-0.51,0.12,-0.57,-0.52,-0.23
MS,2020-03-22,-0.34,-0.59,0.14,-0.7,-0.64,-0.29
MS,2020-03-23,-0.25,-0.52,0.16,-0.62,-0.65,-0.33
MS,2020-03-24,-0.3,-0.5,0.17,-0.66,-0.69,-0.41
MS,2020-03-25,-0.31,-0.49,0.18,-0.67,-0.69,-0.4
MS,2020-03-26,-0.29,-0.51,0.18,-0.65,-0.68,-0.39
MS,2020-03-27,-0.26,-0.45,0.18,-0.63,-0.66,-0.37
MS,2020-03-28,-0.28,-0.54,0.15,-0.68,-0.66,-0.34
MS,2020-03-29,-0.33,-0.56,0.14,-0.68,-0.68,-0.26
MS,2020-03-30,-0.23,-0.44,0.15,-0.53,-0.64,-0.31
MS,2020-03-31,-0.18,-0.42,0.14,-0.5,-0.62,-0.31
MS,2020-04-01,-0.15,-0.38,0.14,-0.5,-0.61,-0.28
MS,2020-04-02,-0.12,-0.42,0.14,-0.49,-0.6,-0.29
MS,2020-04-03,-0.06,-0.37,0.14,-0.48,-0.58,-0.27
MS,2020-04-04,-0.07,-0.43,0.12,-0.53,-0.54,-0.24
MS,2020-04-05,-0.2,-0.44,0.11,-0.59,-0.58,-0.2
MS,2020-04-06,-0.08,-0.32,0.12,-0.39,-0.47,-0.22
MS,2020-04-07,0,-0.26,0.11,-0.33,-0.45,-0.22
MS,2020-04-08,0.02,-0.21,0.11,-0.34,-0.41,-0.19
MS,2020-04-09,0.19,-0.22,0.09,-0.28,-0.38,-0.25
MS,2020-04-10,-0.36,-0.47,0.21,-0.7,-0.68,-0.67
MS,2020-04-11,0.03,-0.3,0.11,-0.4,-0.42,-0.23
MS,2020-04-12,-0.18,-0.45,0.08,-0.56,-0.53,-0.13
MS,2020-04-13,-0.12,-0.25,0.1,-0.36,-0.4,-0.17
MS,2020-04-14,-0.12,-0.33,0.11,-0.38,-0.44,-0.2
MS,2020-04-15,-0.08,-0.3,0.12,-0.38,-0.43,-0.17
MS,2020-04-16,-0.07,-0.33,0.13,-0.37,-0.42,-0.18
MS,2020-04-17,-0.05,-0.28,0.13,-0.35,-0.39,-0.16
MS,2020-04-18,-0.07,-0.35,0.1,-0.41,-0.39,-0.12
MS,2020-04-19,-0.15,-0.39,0.09,-0.52,-0.51,-0.13
MS,2020-04-20,-0.03,-0.22,0.1,-0.3,-0.41,-0.24
MS,2020-04-21,-0.3,-0.36,0.18,-0.61,-0.64,-0.59
MS,2020-04-22,-0.09,-0.26,0.1,-0.35,-0.39,-0.12
MS,2020-04-23,-0.09,-0.31,0.11,-0.35,-0.38,-0.13
MS,2020-04-24,-0.08,-0.27,0.1,-0.35,-0.37,-0.11
MS,2020-04-25,-0.06,-0.32,0.09,-0.38,-0.36,-0.09
MS,2020-04-26,-0.14,-0.37,0.09,-0.48,-0.47,-0.09
MS,2020-04-27,-0.11,-0.28,0.11,-0.33,-0.37,-0.1
MS,2020-04-28,-0.09,-0.25,0.06,-0.31,-0.37,-0.12
MS,2020-04-29,-0.06,-0.2,0.1,-0.31,-0.36,-0.09
MS,2020-04-30,0.11,-0.17,0.07,-0.22,-0.3,-0.1
MS,2020-05-01,-0.19,-0.33,0.17,-0.59,-0.6,-0.59
MS,2020-05-02,0.02,-0.21,0.09,-0.33,-0.37,-0.13
MT,2020-02-15,0.01,-0.12,0.01,0,0,0.03
MT,2020-02-16,0.03,-0.06,0.01,0.03,0,0.02
MT,2020-02-17,-0.01,-0.05,0,-0.03,0.03,0.12
MT,2020-02-18,-0.03,-0.05,0,-0.03,0.04,0.11
MT,2020-02-19,-0.03,-0.06,-0.01,-0.04,0.02,0.11
MT,2020-02-20,0.03,-0.01,-0.01,0.02,0.04,0.1
MT,2020-02-21,0.03,-0.07,0,0,0.08,0.11
MT,2020-02-22,0.01,-0.16,0.01,-0.06,0.01,-0.02
MT,2020-02-23,-0.01,-0.09,0.01,-0.03,-0.11,-0.04
MT,2020-02-24,0,0.12,0.05,-0.04,-0.18,-0.28
MT,2020-02-25,-0.25,0.12,0.1,-0.32,-0.27,-0.57
MT,2020-02-26,-0.07,-0.11,0.04,-0.13,-0.08,-0.05
MT,2020-02-27,0.01,-0.01,0,-0.04,0.01,0.09
MT,2020-02-28,-0.01,-0.09,0.01,-0.07,-0.02,0.13
MT,2020-02-29,0.01,-0.16,0.03,-0.04,-0.05,0.05
MT,2020-03-01,0.05,-0.12,0.03,-0.04,-0.05,0.03
MT,2020-03-02,0.02,-0.06,0,-0.04,0.02,0.13
MT,2020-03-03,0,-0.06,0,-0.02,0.05,0.13
MT,2020-03-04,0.01,-0.04,0,-0.02,0.04,0.13
MT,2020-03-05,0.08,0.04,-0.01,0.05,0.07,0.13
MT,2020-03-06,0.1,0,-0.01,0.07,0.08,0.15
MT,2020-03-07,0.14,0.04,0,0.13,0.06,0.08
MT,2020-03-08,0.12,0,0,0.13,0.03,0.06
MT,2020-03-09,0.07,-0.02,0,0.03,0.07,0.14
MT,2020-03-10,0.07,0.01,-0.01,0.05,0.11,0.13
MT,2020-03-11,0.02,-0.04,-0.01,0,0.07,0.12
MT,2020-03-12,0.06,0,-0.01,0.04,0.08,0.12
MT,2020-03-13,0.05,-0.05,-0.01,0.02,0.08,0.14
MT,2020-03-14,0.05,-0.05,0.01,0.02,0.03,0.05
MT,2020-03-15,0.05,-0.06,0.01,-0.02,0,0.03
MT,2020-03-16,0.04,-0.11,0,-0.05,0,0.13
MT,2020-03-17,0.06,-0.14,0.01,-0.1,-0.04,0.09
MT,2020-03-18,0.06,-0.16,0.03,-0.16,-0.09,0.04
MT,2020-03-19,0.07,-0.19,0.05,-0.21,-0.15,-0.03
MT,2020-03-20,0,-0.38,0.09,-0.35,-0.26,-0.09
MT,2020-03-21,-0.07,-0.46,0.1,-0.5,-0.36,-0.17
MT,2020-03-22,-0.33,-0.56,0.12,-0.68,-0.53,-0.27
MT,2020-03-23,-0.27,-0.53,0.17,-0.63,-0.62,-0.36
MT,2020-03-24,-0.34,-0.53,0.19,-0.69,-0.66,-0.44
MT,2020-03-25,-0.32,-0.47,0.18,-0.67,-0.64,-0.44
MT,2020-03-26,-0.29,-0.44,0.18,-0.63,-0.61,-0.42
MT,2020-03-27,-0.26,-0.44,0.18,-0.59,-0.6,-0.36
MT,2020-03-28,-0.25,-0.43,0.13,-0.61,-0.58,-0.3
MT,2020-03-29,-0.3,-0.44,0.11,-0.63,-0.59,-0.22
MT,2020-03-30,-0.21,-0.4,0.14,-0.48,-0.55,-0.28
MT,2020-03-31,-0.18,-0.39,0.13,-0.47,-0.53,-0.29
MT,2020-04-01,-0.16,-0.35,0.13,-0.45,-0.51,-0.28
MT,2020-04-02,-0.12,-0.31,0.13,-0.42,-0.49,-0.27
MT,2020-04-03,-0.11,-0.36,0.14,-0.45,-0.48,-0.25
MT,2020-04-04,-0.09,-0.37,0.11,-0.48,-0.46,-0.2
MT,2020-04-05,-0.19,-0.38,0.09,-0.57,-0.52,-0.19
MT,2020-04-06,-0.08,-0.37,0.12,-0.36,-0.46,-0.22
MT,2020-04-07,-0.05,-0.36,0.11,-0.36,-0.42,-0.23
MT,2020-04-08,-0.05,-0.33,0.13,-0.39,-0.49,-0.32
MT,2020-04-09,0.17,-0.23,0.08,-0.27,-0.37,-0.27
MT,2020-04-10,-0.45,-0.39,0.23,-0.72,-0.61,-0.71
MT,2020-04-11,0,-0.3,0.11,-0.43,-0.43,-0.24
MT,2020-04-12,-0.18,-0.38,0.06,-0.55,-0.49,-0.15
MT,2020-04-13,-0.14,-0.36,0.11,-0.37,-0.45,-0.2
MT,2020-04-14,-0.17,-0.42,0.13,-0.41,-0.48,-0.22
MT,2020-04-15,-0.11,-0.35,0.12,-0.38,-0.45,-0.21
MT,2020-04-16,-0.08,-0.31,0.12,-0.36,-0.43,-0.21
MT,2020-04-17,-0.07,-0.34,0.14,-0.39,-0.43,-0.19
MT,2020-04-18,-0.09,-0.35,0.09,-0.46,-0.43,-0.14
MT,2020-04-19,-0.17,-0.36,0.08,-0.53,-0.48,-0.14
MT,2020-04-20,-0.04,-0.29,0.1,-0.35,-0.44,-0.23
MT,2020-04-21,-0.32,-0.29,0.18,-0.64,-0.59,-0.62
MT,2020-04-22,-0.11,-0.3,0.1,-0.37,-0.44,-0.18
MT,2020-04-23,-0.08,-0.27,0.11,-0.35,-0.43,-0.18
MT,2020-04-24,-0.09,-0.32,0.12,-0.39,-0.42,-0.15
MT,2020-04-25,-0.08,-0.28,0.09,-0.41,-0.39,-0.1
MT,2020-04-26,-0.15,-0.28,0.07,-0.47,-0.45,-0.1
MT,2020-04-27,-0.11,-0.26,0.11,-0.32,-0.42,-0.13
MT,2020-04-28,-0.1,-0.25,0.07,-0.31,-0.39,-0.14
MT,2020-04-29,-0.08,-0.22,0.1,-0.32,-0.38,-0.14
MT,2020-04-30,0.12,-0.13,0.06,-0.22,-0.31,-0.14
MT,2020-05-01,-0.27,-0.16,0.18,-0.61,-0.51,-0.62
MT,2020-05-02,0,-0.16,0.08,-0.37,-0.37,-0.14
PA,2020-02-15,0.01,-0.05,0,0,0.06,0.05
PA,2020-02-16,0,-0.08,0.01,0.01,0.01,0.01
PA,2020-02-17,-0.03,-0.08,0,-0.04,0.02,0.15
PA,2020-02-18,-0.03,-0.1,0,-0.03,0.01,0.12
PA,2020-02-19,-0.04,-0.08,0,-0.03,-0.01,0.11
PA,2020-02-20,-0.05,-0.16,0.01,-0.07,0.02,0.09
PA,2020-02-21,0.04,-0.06,0,-0.01,0.12,0.13
PA,2020-02-22,0.04,0.17,0,-0.04,0.24,0
PA,2020-02-23,0.02,0.33,0.01,-0.02,-0.05,0
PA,2020-02-24,-0.07,0.53,0.06,-0.08,-0.19,-0.35
PA,2020-02-25,-0.3,0.48,0.08,-0.28,-0.23,-0.57
PA,2020-02-26,-0.17,-0.09,0.05,-0.22,-0.02,-0.27
PA,2020-02-27,0,-0.11,0.01,-0.08,0.01,0.08
PA,2020-02-28,0.01,-0.21,0.02,-0.08,-0.06,0.11
PA,2020-02-29,0.07,-0.12,0.02,-0.03,-0.01,0.06
PA,2020-03-01,0.06,-0.06,0.03,-0.04,-0.03,0.03
PA,2020-03-02,0.04,-0.09,0,-0.02,0.02,0.18
PA,2020-03-03,0.02,-0.14,0,-0.04,-0.01,0.13
PA,2020-03-04,0.05,-0.05,0,0.01,0.01,0.13
PA,2020-03-05,0.08,-0.02,0,0.03,0.05,0.13
PA,2020-03-06,0.08,-0.12,0,0.04,0.05,0.17
PA,2020-03-07,0.05,-0.18,0.03,-0.04,0.04,0.04
PA,2020-03-08,0.12,-0.14,0.02,0.08,-0.04,0.06
PA,2020-03-09,-0.01,-0.14,0.03,-0.03,-0.04,0.11
PA,2020-03-10,0.07,-0.07,-0.02,0.03,0.03,0.16
PA,2020-03-11,-0.02,-0.11,0,-0.03,-0.05,0.13
PA,2020-03-12,-0.02,-0.17,0.01,-0.07,0.01,0.13
PA,2020-03-13,0.03,-0.15,0,0,0.04,0.16
PA,2020-03-14,0.03,-0.21,0.02,-0.05,-0.01,0.06
PA,2020-03-15,-0.01,-0.32,0.04,-0.13,-0.14,0.01
PA,2020-03-16,0.06,-0.08,-0.01,-0.03,-0.02,0.19
PA,2020-03-17,0.07,-0.11,0,-0.07,-0.04,0.12
PA,2020-03-18,0.08,-0.16,0.04,-0.13,-0.07,0.01
PA,2020-03-19,0.04,-0.26,0.08,-0.25,-0.12,-0.1
PA,2020-03-20,0.06,-0.34,0.1,-0.3,-0.18,-0.11
PA,2020-03-21,-0.07,-0.48,0.12,-0.52,-0.26,-0.16
PA,2020-03-22,-0.22,-0.59,0.13,-0.64,-0.5,-0.21
PA,2020-03-23,-0.17,-0.42,0.15,-0.52,-0.46,-0.27
PA,2020-03-24,-0.24,-0.46,0.15,-0.57,-0.53,-0.36
PA,2020-03-25,-0.23,-0.43,0.16,-0.56,-0.56,-0.37
PA,2020-03-26,-0.22,-0.43,0.15,-0.55,-0.52,-0.37
PA,2020-03-27,-0.19,-0.47,0.16,-0.55,-0.53,-0.34
PA,2020-03-28,-0.22,-0.49,0.13,-0.58,-0.55,-0.26
PA,2020-03-29,-0.25,-0.53,0.12,-0.61,-0.64,-0.19
PA,2020-03-30,-0.2,-0.41,0.14,-0.49,-0.53,-0.29
PA,2020-03-31,-0.15,-0.41,0.13,-0.46,-0.5,-0.3
PA,2020-04-01,-0.1,-0.36,0.13,-0.44,-0.47,-0.3
PA,2020-04-02,-0.09,-0.35,0.14,-0.44,-0.46,-0.29
PA,2020-04-03,-0.07,-0.42,0.16,-0.46,-0.48,-0.27
PA,2020-04-04,-0.08,-0.45,0.12,-0.51,-0.48,-0.2
PA,2020-04-05,-0.16,-0.53,0.12,-0.58,-0.62,-0.18
PA,2020-04-06,-0.07,-0.33,0.12,-0.41,-0.48,-0.25
PA,2020-04-07,-0.05,-0.33,0.11,-0.41,-0.44,-0.28
PA,2020-04-08,-0.05,-0.35,0.12,-0.42,-0.49,-0.29
PA,2020-04-09,0.07,-0.31,0.11,-0.4,-0.48,-0.32
PA,2020-04-10,-0.5,-0.56,0.23,-0.72,-0.8,-0.67
PA,2020-04-11,-0.07,-0.49,0.14,-0.5,-0.57,-0.25
PA,2020-04-12,-0.2,-0.59,0.12,-0.6,-0.69,-0.19
PA,2020-04-13,-0.15,-0.38,0.14,-0.45,-0.58,-0.26
PA,2020-04-14,-0.23,-0.47,0.16,-0.52,-0.52,-0.32
PA,2020-04-15,-0.12,-0.36,0.15,-0.46,-0.49,-0.3
PA,2020-04-16,-0.11,-0.34,0.15,-0.45,-0.46,-0.3
PA,2020-04-17,-0.16,-0.48,0.2,-0.52,-0.57,-0.32
PA,2020-04-18,-0.1,-0.47,0.14,-0.54,-0.58,-0.21
PA,2020-04-19,-0.21,-0.57,0.14,-0.62,-0.7,-0.2
PA,2020-04-20,-0.09,-0.36,0.15,-0.46,-0.59,-0.33
PA,2020-04-21,-0.36,-0.47,0.21,-0.67,-0.71,-0.6
PA,2020-04-22,-0.1,-0.37,0.14,-0.48,-0.56,-0.32
PA,2020-04-23,-0.11,-0.38,0.15,-0.49,-0.47,-0.32
PA,2020-04-24,-0.13,-0.48,0.17,-0.53,-0.53,-0.31
PA,2020-04-25,-0.12,-0.48,0.14,-0.56,-0.54,-0.22
PA,2020-04-26,-0.2,-0.58,0.15,-0.64,-0.67,-0.21
PA,2020-04-27,-0.1,-0.36,0.17,-0.49,-0.54,-0.3
PA,2020-04-28,-0.07,-0.36,0.13,-0.5,-0.52,-0.34
PA,2020-04-29,-0.07,-0.37,0.16,-0.5,-0.48,-0.35
PA,2020-04-30,0.02,-0.36,0.16,-0.49,-0.48,-0.36
PA,2020-05-01,-0.39,-0.56,0.26,-0.71,-0.74,-0.62
PA,2020-05-02,-0.06,-0.5,0.16,-0.58,-0.57,-0.28
PB,2020-02-15,0.04,-0.2,0.01,0.02,0.06,0.04
PB,2020-02-16,0.04,-0.26,0.03,-0.07,0.09,-0.01
PB,2020-02-17,-0.02,-0.13,-0.01,-0.07,0.07,0.17
PB,2020-02-18,-0.03,-0.16,-0.01,-0.03,0,0.16
PB,2020-02-19,-0.02,-0.14,-0.01,-0.04,0.03,0.14
PB,2020-02-20,0,-0.22,0,-0.04,0.03,0.11
PB,2020-02-21,0.09,-0.2,-0.01,0,0.06,0.14
PB,2020-02-22,0.08,-0.11,0,-0.03,-0.02,-0.05
PB,2020-02-23,0.03,0,0.02,-0.06,-0.19,-0.07
PB,2020-02-24,-0.2,0.61,0.07,-0.23,-0.38,-0.52
PB,2020-02-25,-0.39,0.76,0.04,-0.26,-0.34,-0.6
PB,2020-02-26,-0.13,-0.05,0.03,-0.19,-0.13,-0.23
PB,2020-02-27,-0.01,-0.17,0,-0.09,-0.03,0.12
PB,2020-02-28,0.04,-0.26,0.01,-0.07,-0.06,0.15
PB,2020-02-29,0.08,-0.26,0.03,-0.02,-0.04,0.02
PB,2020-03-01,0.03,-0.42,0.06,-0.17,-0.14,-0.05
PB,2020-03-02,0.03,-0.3,-0.01,-0.07,-0.02,0.2
PB,2020-03-03,0.03,-0.21,-0.01,-0.04,-0.01,0.17
PB,2020-03-04,0.01,-0.21,-0.01,-0.04,0,0.16
PB,2020-03-05,0.04,-0.14,-0.02,-0.02,0.01,0.18
PB,2020-03-06,0.07,-0.2,-0.01,0.01,0.01,0.19
PB,2020-03-07,0.1,-0.26,0.02,0.06,-0.01,0.03
